program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length_reads,divergent_reads,average_divergence,dropped_reads_percentage,incorrect_length_percentage,divergent_reads_percentage,average_divergence_percentage,perfectly_reconstructed,perfectly_reconstructed_percentage
bbmerge,gen_n50_l50_bb.fq,50,50,50,47,3,0,1,0.02127659574468085,6.0,0.0,2.128,0.043,46,92.0
