,program,nfrags,fraglen,qual_shift,alpha,predicted_phred,predicted_error,n_matches,n_mismatches,n_total,p_mismatch,p_mismatch_lower,p_mismatch_upper,observed_phred,observed_phred_lower,observed_phred_upper
0,seqtk_adna_trim,100000000,120,0,0.01,0,1.0,572,575,1147,0.5013077593722755,0.4629033077463953,0.5397012151075253,2.9989557321163725,2.6784660414360757,3.3450971588844762
1,seqtk_adna_trim,100000000,120,0,0.01,1,0.7943282347242815,415,522,937,0.5570971184631803,0.5145573209581393,0.5990484777275098,2.540690878855161,2.2253803110375574,2.88566238415294
2,seqtk_adna_trim,100000000,120,0,0.01,2,0.6309573444801932,368,468,836,0.5598086124401914,0.5147446568585914,0.6041812261724189,2.5196042436489234,2.1883277376051544,2.88408152740768
3,seqtk_adna_trim,100000000,120,0,0.01,3,0.5011872336272722,453,389,842,0.46199524940617576,0.4174666104484479,0.506960011390357,3.3536249017394177,2.9502629612510587,3.7937825425912806
4,seqtk_adna_trim,100000000,120,0,0.01,4,0.3981071705534972,367,2740,3107,0.8818796266495011,0.866214138119585,0.8963593982409609,0.5459069043458648,0.4751782362209209,0.6237473210789504
5,seqtk_adna_trim,100000000,120,0,0.01,5,0.31622776601683794,572,1411,1983,0.7115481593545133,0.684599858590179,0.7374693009367835,1.4779570045095487,1.322560536023406,1.6456319490528646
6,seqtk_adna_trim,100000000,120,0,0.01,6,0.251188643150958,488,368,856,0.42990654205607476,0.38623199035650013,0.4743723113228073,3.666259460036356,3.238806682750215,4.131517578483895
7,seqtk_adna_trim,100000000,120,0,0.01,7,0.19952623149688797,481,116,597,0.19430485762144054,0.15434792712777057,0.23924658807038213,7.1151634190245066,6.211542470423272,8.114991986601233
8,seqtk_adna_trim,100000000,120,0,0.01,8,0.15848931924611134,458,112,570,0.19649122807017544,0.1554458530303282,0.24272179065515476,7.066568330023097,6.148912325824597,8.084208595330981
9,seqtk_adna_trim,100000000,120,0,0.01,9,0.12589254117941673,601,39,640,0.0609375,0.039144641975310646,0.08950873130019144,12.15115366957388,10.48134598532801,14.07327674724904
10,seqtk_adna_trim,100000000,120,0,0.01,10,0.1,1195,74,1269,0.05831363278171789,0.04266098755081038,0.077374617429809,12.342299023637286,11.114014852872847,13.699690953726805
11,seqtk_adna_trim,100000000,120,0,0.01,11,0.07943282347242814,1701,78,1779,0.04384485666104553,0.03229529372438977,0.057904121584990365,13.580813453934446,12.372905223189969,14.908607612121278
12,seqtk_adna_trim,100000000,120,0,0.01,12,0.06309573444801933,783,16,799,0.02002503128911139,0.009515026025148421,0.03658753546710414,16.984267966580667,14.36666843562999,20.21590019509079
13,seqtk_adna_trim,100000000,120,0,0.01,13,0.05011872336272722,1406,93,1499,0.06204136090727151,0.04707295082201912,0.07986275415184962,12.073186842943445,10.976557167772214,13.272285765913786
14,seqtk_adna_trim,100000000,120,0,0.01,14,0.039810717055349734,535,9,544,0.016544117647058824,0.005784039819679121,0.03639124264942095,17.81356390258855,14.39003114334836,22.377687258436456
15,seqtk_adna_trim,100000000,120,0,0.01,15,0.03162277660168379,1381,12,1393,0.008614501076812634,0.003556283278667194,0.017257557782118793,20.647698703763385,17.63020663823282,24.49003652240072
16,seqtk_adna_trim,100000000,120,0,0.01,16,0.025118864315095794,4606,22,4628,0.004753673292999135,0.002550475282044329,0.008028753819086631,23.229706694575057,20.953518583942706,25.93378881081538
17,seqtk_adna_trim,100000000,120,0,0.01,17,0.0199526231496888,461,18,479,0.037578288100208766,0.018830361993383726,0.06601058830385131,14.250630083112572,11.803863966836856,17.251413310604505
18,seqtk_adna_trim,100000000,120,0,0.01,18,0.015848931924611134,1944,24,1968,0.012195121951219513,0.006752169942178532,0.020114815965103228,19.138138523837167,16.964839365307398,21.70556635692
19,seqtk_adna_trim,100000000,120,0,0.01,19,0.012589254117941675,3773,17,3790,0.004485488126649077,0.002179178542604965,0.008109387637500243,23.481902885897984,20.910119393394563,26.617071860494942
20,seqtk_adna_trim,100000000,120,0,0.01,20,0.01,3418,139,3557,0.03907787461343829,0.031190020253965667,0.04822574866830609,14.080690649316852,13.167210215380894,15.059843432235338
21,seqtk_adna_trim,100000000,120,0,0.01,21,0.007943282347242814,3400,17,3417,0.004975124378109453,0.0024173283591466532,0.008992820023262516,23.03196057420489,20.461040982006967,26.166643529520314
22,seqtk_adna_trim,100000000,120,0,0.01,22,0.00630957344480193,2639,18,2657,0.006774557771923222,0.0033710800696358234,0.012045775975944584,21.691190493069715,19.19165217980629,24.722309320272245
23,seqtk_adna_trim,100000000,120,0,0.01,23,0.005011872336272725,3076,86,3162,0.02719797596457938,0.02030548177587821,0.03555249538408378,15.654634143526225,14.49129911291344,16.92386701809343
24,seqtk_adna_trim,100000000,120,0,0.01,24,0.003981071705534973,2470,10,2480,0.004032258064516129,0.0015003580777597225,0.008608340725528851,23.944516808262165,20.650805515884095,28.238050791867234
25,seqtk_adna_trim,100000000,120,0,0.01,25,0.0031622776601683794,2929,1,2930,0.00034129692832764505,1.710763664175552e-06,0.002533099596854771,34.6686762035411,25.963477342070476,57.66809982530048
26,seqtk_adna_trim,100000000,120,0,0.01,26,0.0025118864315095794,1121,0,1121,0.0,0.0,0.004715268538759254,100.0,23.26493568763278,100.0
27,seqtk_adna_trim,100000000,120,0,0.01,27,0.001995262314968879,2492,0,2492,0.0,0.0,0.0021238719498236636,100.0,26.728716708115616,100.0
28,seqtk_adna_trim,100000000,120,0,0.01,28,0.001584893192461114,2729,0,2729,0.0,0.0,0.0019396032931402463,100.0,27.122870871924057,100.0
29,seqtk_adna_trim,100000000,120,0,0.01,29,0.0012589254117941675,4660,0,4660,0.0,0.0,0.001136331861092521,100.0,29.444948161658736,100.0
30,seqtk_adna_trim,100000000,120,0,0.01,30,0.001,792,0,792,0.0,0.0,0.006667467793584403,100.0,21.76039073441214,100.0
31,seqtk_adna_trim,100000000,120,0,0.01,31,0.0007943282347242813,5717,1,5718,0.00017488632388947185,8.766246286651125e-07,0.001298697648997038,37.572441510219704,28.86491945659941,60.571863320586274
32,seqtk_adna_trim,100000000,120,0,0.01,32,0.000630957344480193,2872,1,2873,0.0003480682213713888,1.7447049950325422e-06,0.0025832997833817872,34.583356259919476,25.87825192466297,57.582779955589274
33,seqtk_adna_trim,100000000,120,0,0.01,33,0.0005011872336272725,18147,1,18148,5.5102490632576594e-05,2.762035007375374e-07,0.0004093461170409096,42.58828770593979,33.8790932486818,65.58770821262962
34,seqtk_adna_trim,100000000,120,0,0.01,34,0.00039810717055349735,42301,4,42305,9.455147145727456e-05,1.5889966624604845e-05,0.00029766719360646565,40.24331708058475,35.262690270287266,47.98877014986778
35,seqtk_adna_trim,100000000,120,0,0.01,35,0.00031622776601683794,23299,1,23300,4.291845493562232e-05,2.151305271702597e-07,0.00031884567955986487,43.67355921026019,34.96419463437656,66.67297958553016
36,seqtk_adna_trim,100000000,120,0,0.01,36,0.00025118864315095795,37940,0,37940,0.0,0.0,0.00013964015363843174,100.0,38.54989682027105,100.0
37,seqtk_adna_trim,100000000,120,0,0.01,37,0.00019952623149688788,60634,0,60634,0.0,0.0,8.7378135776639e-05,100.0,40.58597225254229,100.0
38,seqtk_adna_trim,100000000,120,0,0.01,38,0.00015848931924611142,3244179,3,3244182,9.247323362252796e-07,1.0414442697115334e-07,3.3837386408386294e-06,60.33983955609386,54.706031891392456,69.82363965278728
0,seqtk_adna_trim,100000000,120,-10,0.01,0,1.0,136154,147904,284058,0.5206823958487351,0.5182658914068952,0.5230982069320707,2.8342710547198546,2.8141676863790908,2.8544737240918447
1,seqtk_adna_trim,100000000,120,-10,0.01,1,0.7943282347242815,60947,67220,128167,0.5244719779662471,0.5208740474568294,0.5280680893275509,2.802777107873643,2.77310075737565,2.83267280745601
2,seqtk_adna_trim,100000000,120,-10,0.01,2,0.6309573444801932,43502,44161,87663,0.5037587123415809,0.4994031258341418,0.5081138902187807,2.977774298053677,2.940389326966435,3.0154874366614752
