predicted_phred,program,nfrags,fraglen,qual_shift,observed_phred,n_matches,n_mismatches,n_total,observed_phred_unrounded
1,AdapterRemoval,10000000,120,-10,0,0,3,3,0.0
2,AdapterRemoval,10000000,120,-10,3,209139,245432,454571,2.6767053942563734
3,AdapterRemoval,10000000,120,-10,3,1586750,1506290,3093040,3.124769435517285
4,AdapterRemoval,10000000,120,-10,4,397732,225477,623209,4.415314686792562
5,AdapterRemoval,10000000,120,-10,5,342558,135638,478196,5.472245615966084
6,AdapterRemoval,10000000,120,-10,6,352714,106625,459339,6.3427427641268705
7,AdapterRemoval,10000000,120,-10,8,227978,45883,273861,7.758783837096281
8,AdapterRemoval,10000000,120,-10,9,161077,24967,186044,8.722493071319876
9,AdapterRemoval,10000000,120,-10,10,420708,51150,471858,9.649656845374025
10,AdapterRemoval,10000000,120,-10,10,431689,42728,474417,10.454476779455288
11,AdapterRemoval,10000000,120,-10,12,673599,50804,724403,11.540823328538101
12,AdapterRemoval,10000000,120,-10,12,341746,20583,362329,12.455944213352545
13,AdapterRemoval,10000000,120,-10,13,1016166,50046,1066212,13.284741945342448
14,AdapterRemoval,10000000,120,-10,14,530821,19914,550735,14.41784174603972
15,AdapterRemoval,10000000,120,-10,15,458942,13721,472663,15.371658427822512
16,AdapterRemoval,10000000,120,-10,17,196545,4371,200916,16.62433716794295
17,AdapterRemoval,10000000,120,-10,18,389011,7017,396028,17.515744160017622
18,AdapterRemoval,10000000,120,-10,19,689632,9808,699440,18.53170008205996
19,AdapterRemoval,10000000,120,-10,20,1192760,13481,1206241,19.517119773119973
20,AdapterRemoval,10000000,120,-10,20,1594539,14410,1608949,20.478782973623492
21,AdapterRemoval,10000000,120,-10,22,1588886,11151,1600037,21.568162097843096
22,AdapterRemoval,10000000,120,-10,22,9042181,52316,9094497,22.40144152925154
23,AdapterRemoval,10000000,120,-10,24,8685874,38899,8724773,23.50815699561683
24,AdapterRemoval,10000000,120,-10,25,6658772,23178,6681950,24.598272630272643
25,AdapterRemoval,10000000,120,-10,26,3100517,8391,3108908,25.687941493329888
26,AdapterRemoval,10000000,120,-10,26,414179,950,415129,26.40459468007888
27,AdapterRemoval,10000000,120,-10,28,947355,1678,949033,27.524893575876426
28,AdapterRemoval,10000000,120,-10,29,1017154,1430,1018584,28.526608124957672
29,AdapterRemoval,10000000,120,-10,29,685490,792,686282,29.377774266510386
30,AdapterRemoval,10000000,120,-10,31,1238654,1065,1239719,30.659736495011437
31,AdapterRemoval,10000000,120,-10,31,1139059,841,1139900,31.320707578604008
32,AdapterRemoval,10000000,120,-10,33,4844806,2671,4847477,32.588418691214734
33,AdapterRemoval,10000000,120,-10,34,1592473,703,1593176,33.553084304465195
34,AdapterRemoval,10000000,120,-10,34,10583172,3767,10586939,34.487747905584534
35,AdapterRemoval,10000000,120,-10,36,1966173,514,1966687,35.82772128067282
36,AdapterRemoval,10000000,120,-10,36,18794375,4586,18798961,36.126997965061406
37,AdapterRemoval,10000000,120,-10,38,24734819,4365,24739184,37.534011226702
38,AdapterRemoval,10000000,120,-10,38,531842,82,531924,38.120357334104895
39,AdapterRemoval,10000000,120,-10,40,680437,69,680506,39.93982867979768
40,AdapterRemoval,10000000,120,-10,40,2079070,207,2079277,40.01942004171816
41,AdapterRemoval,10000000,120,-10,56,1085712160,2443,1085714603,56.47792212209927
