predicted_phred,program,nfrags,fraglen,qual_shift,observed_phred,n_matches,n_mismatches,n_total,observed_phred_unrounded
1,AdapterRemoval,10000000,120,-20,0,15228,2413869,2429097,0.02731160270855362
2,AdapterRemoval,10000000,120,-20,3,10900397,11028493,21928890,2.985004771783777
3,AdapterRemoval,10000000,120,-20,3,2011212,1636531,3647743,3.4809999637460107
4,AdapterRemoval,10000000,120,-20,4,3098351,1795695,4894046,4.354354736591431
5,AdapterRemoval,10000000,120,-20,5,3684001,1498919,5182920,5.387963407522152
6,AdapterRemoval,10000000,120,-20,6,3063366,938869,4002235,6.296975860359414
7,AdapterRemoval,10000000,120,-20,8,2464339,527391,2991730,7.537896821857213
8,AdapterRemoval,10000000,120,-20,8,1213077,206323,1419400,8.375571569414792
9,AdapterRemoval,10000000,120,-20,9,3425428,443460,3868888,9.407317048993288
10,AdapterRemoval,10000000,120,-20,11,3289593,300537,3590130,10.772122279247542
11,AdapterRemoval,10000000,120,-20,12,2795109,206510,3001619,11.624144790628367
12,AdapterRemoval,10000000,120,-20,13,4958095,277914,5236009,12.750899593320614
13,AdapterRemoval,10000000,120,-20,15,9058587,318964,9377551,14.683477657465186
14,AdapterRemoval,10000000,120,-20,13,3518458,191651,3710109,12.868755793571383
15,AdapterRemoval,10000000,120,-20,16,2089117,55909,2145026,15.839508362176492
16,AdapterRemoval,10000000,120,-20,17,7357654,136880,7494534,17.384046376465403
17,AdapterRemoval,10000000,120,-20,11,491487,38128,529615,11.427162518918298
18,AdapterRemoval,10000000,120,-20,18,80813341,1297603,82110944,18.01259204148368
19,AdapterRemoval,10000000,120,-20,19,271519,3133,274652,19.428223709945193
20,AdapterRemoval,10000000,120,-20,21,643555,5782,649337,20.503920628629423
21,AdapterRemoval,10000000,120,-20,22,643563,4321,647884,21.75912988526037
22,AdapterRemoval,10000000,120,-20,23,2337382,12776,2350158,22.647021575334346
23,AdapterRemoval,10000000,120,-20,23,1033159,4690,1037849,23.449613284879653
24,AdapterRemoval,10000000,120,-20,25,3500240,12376,3512616,24.530503745216265
25,AdapterRemoval,10000000,120,-20,26,1646562,4492,1651054,25.653215301061447
26,AdapterRemoval,10000000,120,-20,26,8348260,20208,8368468,26.1712262656889
27,AdapterRemoval,10000000,120,-20,27,5120015,9216,5129231,27.455097923093376
28,AdapterRemoval,10000000,120,-20,29,10144988,13646,10158634,28.718299466982565
29,AdapterRemoval,10000000,120,-20,30,10367640,10697,10378337,29.868657729698572
30,AdapterRemoval,10000000,120,-20,30,2104197,2017,2106214,30.187965969830813
31,AdapterRemoval,10000000,120,-20,31,17528253,13387,17541640,31.17386930525132
32,AdapterRemoval,10000000,120,-20,32,6635512,3926,6639438,32.28181024491315
33,AdapterRemoval,10000000,120,-20,33,20061964,9098,20071062,33.43624419990435
34,AdapterRemoval,10000000,120,-20,34,11685024,4186,11689210,34.45985936925282
35,AdapterRemoval,10000000,120,-20,35,43137114,12529,43149643,35.37060797678992
36,AdapterRemoval,10000000,120,-20,36,72873811,16324,72890135,36.49842168485988
37,AdapterRemoval,10000000,120,-20,38,31566213,5601,31571814,37.5103396289967
38,AdapterRemoval,10000000,120,-20,39,49823208,6904,49830112,38.58391080601317
39,AdapterRemoval,10000000,120,-20,40,70953572,7646,70961218,39.675867675676514
40,AdapterRemoval,10000000,120,-20,41,661771311,56857,661828168,40.65961306313688
