program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,avg_divergence_per_nt,edit_distances
SeqPrep,gen_n1000000_l177_merged.fq.gz,1000000,177,999920,957374,42546,0.095,0:816776 1:129740 2:10200 3:485 4:22 5:1 33:1 34:1 38:2 44:1 45:1 50:1 51:1 53:7 54:16 55:3 56:12 57:6 58:20 59:3 60:31 61:9 62:26 63:8 64:1
