predicted_phred,program,nfrags,fraglen,qual_shift,observed_phred,n_matches,n_mismatches,n_total,observed_phred_unrounded
0,fastp,10000000,120,-10,0,0,51454,51454,0.0
3,fastp,10000000,120,-10,3,2234674,2244027,4478701,3.001239917054954
4,fastp,10000000,120,-10,4,5206382,3426083,8632465,4.013369462559484
5,fastp,10000000,120,-10,5,10141775,4677563,14819338,5.008091580217627
6,fastp,10000000,120,-10,6,13802140,4586865,18389005,6.030422726630019
8,fastp,10000000,120,-10,8,739427,136635,876062,8.069728816868963
11,fastp,10000000,120,-10,11,989781,85317,1075098,11.00412477986541
12,fastp,10000000,120,-10,12,107045,7264,114309,11.96904589951906
13,fastp,10000000,120,-10,13,3134051,165546,3299597,12.995422084824817
14,fastp,10000000,120,-10,14,1930922,79853,2010775,14.010722401941123
15,fastp,10000000,120,-10,15,6180595,200028,6380623,15.037722923946315
16,fastp,10000000,120,-10,16,2985849,76877,3062726,16.003117179955034
17,fastp,10000000,120,-10,17,6155747,124330,6280077,17.033890350035676
18,fastp,10000000,120,-10,18,6294603,100876,6395479,18.02085224255412
19,fastp,10000000,120,-10,19,10486973,132447,10619420,19.040586718394795
20,fastp,10000000,120,-10,20,1429565,14308,1443873,20.03950063817072
21,fastp,10000000,120,-10,21,11062472,87990,11150462,21.028595442932843
22,fastp,10000000,120,-10,22,4607758,28548,4636306,22.10596403944762
23,fastp,10000000,120,-10,23,24683549,122557,24806106,23.062204735873753
24,fastp,10000000,120,-10,24,54288903,214548,54503451,24.048995309830197
25,fastp,10000000,120,-10,25,20983984,66224,21050208,25.022409824597027
26,fastp,10000000,120,-10,26,33644505,84561,33729066,26.008342049967688
27,fastp,10000000,120,-10,27,49466774,98141,49564915,27.033238868565928
28,fastp,10000000,120,-10,28,902087075,1418969,903506044,28.039581545222365
