program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
bbmerge,gen_n1000000_l129_merged.fq,1000000,129,999908,984545,15363,0,48856,935689,1.536,0.0,4.886,93.569,48856,
bbmerge,gen_n1000000_l12_merged.fq,1000000,12,999912,864876,135036,0,7,864869,13.504,0.0,0.001,86.487,7,
bbmerge,gen_n1000000_l130_merged.fq,1000000,130,999922,984721,15201,0,51981,932740,1.52,0.0,5.198,93.274,51981,
bbmerge,gen_n1000000_l131_merged.fq,1000000,131,999914,983765,16149,0,54538,929227,1.615,0.0,5.454,92.923,54538,
bbmerge,gen_n1000000_l132_merged.fq,1000000,132,999903,982817,17086,0,57386,925431,1.709,0.0,5.739,92.543,57386,
bbmerge,gen_n1000000_l133_merged.fq,1000000,133,999924,982516,17408,0,59239,923277,1.741,0.0,5.924,92.328,59239,
bbmerge,gen_n1000000_l134_merged.fq,1000000,134,999910,982489,17421,0,61324,921165,1.742,0.0,6.132,92.117,61324,
bbmerge,gen_n1000000_l135_merged.fq,1000000,135,999914,983723,16191,0,63120,920603,1.619,0.0,6.312,92.06,63120,
bbmerge,gen_n1000000_l136_merged.fq,1000000,136,999919,982273,17646,0,65637,916636,1.765,0.0,6.564,91.664,65637,
bbmerge,gen_n1000000_l137_merged.fq,1000000,137,999921,982815,17106,0,67442,915373,1.711,0.0,6.744,91.537,67442,
bbmerge,gen_n1000000_l138_merged.fq,1000000,138,999916,982881,17035,0,69875,913006,1.704,0.0,6.988,91.301,69875,
bbmerge,gen_n1000000_l139_merged.fq,1000000,139,999922,981994,17928,0,72228,909766,1.793,0.0,7.223,90.977,72228,
bbmerge,gen_n1000000_l13_merged.fq,1000000,13,999925,892386,107539,0,7,892379,10.754,0.0,0.001,89.238,7,
bbmerge,gen_n1000000_l140_merged.fq,1000000,140,999928,982847,17081,0,74183,908664,1.708,0.0,7.418,90.866,74183,
bbmerge,gen_n1000000_l141_merged.fq,1000000,141,999935,980987,18948,0,75644,905343,1.895,0.0,7.564,90.534,75644,
bbmerge,gen_n1000000_l142_merged.fq,1000000,142,999939,980957,18982,0,78173,902784,1.898,0.0,7.817,90.278,78173,
bbmerge,gen_n1000000_l143_merged.fq,1000000,143,999923,980773,19150,0,79992,900781,1.915,0.0,7.999,90.078,79992,
bbmerge,gen_n1000000_l144_merged.fq,1000000,144,999931,980583,19348,0,82106,898477,1.935,0.0,8.211,89.848,82106,
bbmerge,gen_n1000000_l145_merged.fq,1000000,145,999928,982115,17813,0,84763,897352,1.781,0.0,8.476,89.735,84763,
bbmerge,gen_n1000000_l146_merged.fq,1000000,146,999929,980498,19431,0,86295,894203,1.943,0.0,8.63,89.42,86295,
bbmerge,gen_n1000000_l147_merged.fq,1000000,147,999921,980733,19188,0,89008,891725,1.919,0.0,8.901,89.172,89008,
bbmerge,gen_n1000000_l148_merged.fq,1000000,148,999912,980811,19101,0,90996,889815,1.91,0.0,9.1,88.981,90996,
bbmerge,gen_n1000000_l149_merged.fq,1000000,149,999919,980301,19618,0,92526,887775,1.962,0.0,9.253,88.778,92526,
bbmerge,gen_n1000000_l14_merged.fq,1000000,14,999918,900148,99770,0,7,900141,9.977,0.0,0.001,90.014,7,
bbmerge,gen_n1000000_l150_merged.fq,1000000,150,999914,981132,18782,0,95120,886012,1.878,0.0,9.512,88.601,95120,
bbmerge,gen_n1000000_l151_merged.fq,1000000,151,999923,980719,19204,0,97024,883695,1.92,0.0,9.702,88.37,97024,
bbmerge,gen_n1000000_l152_merged.fq,1000000,152,999920,980150,19770,0,98874,881276,1.977,0.0,9.887,88.128,98874,
bbmerge,gen_n1000000_l153_merged.fq,1000000,153,999914,979177,20737,0,101617,877560,2.074,0.0,10.162,87.756,101617,
