program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
leeHom,gen_n1000000_l28_merged.fq.gz,1000000,28,999922,1000000,-78,0,5955,994045,-0.008,0.0,0.596,99.404,5955,
leeHom,gen_n1000000_l29_merged.fq.gz,1000000,29,999909,1000000,-91,0,6061,993939,-0.009,0.0,0.606,99.394,6061,
leeHom,gen_n1000000_l2_merged.fq.gz,1000000,2,999928,1000000,-72,0,914,999086,-0.007,0.0,0.091,99.909,914,
leeHom,gen_n1000000_l30_merged.fq.gz,1000000,30,999937,1000000,-63,0,6182,993818,-0.006,0.0,0.618,99.382,6182,
leeHom,gen_n1000000_l31_merged.fq.gz,1000000,31,999928,1000000,-72,0,6626,993374,-0.007,0.0,0.663,99.337,6626,
leeHom,gen_n1000000_l32_merged.fq.gz,1000000,32,999921,999999,-78,0,6752,993247,-0.008,0.0,0.675,99.325,6752,
leeHom,gen_n1000000_l33_merged.fq.gz,1000000,33,999929,1000000,-71,0,6846,993154,-0.007,0.0,0.685,99.315,6846,
leeHom,gen_n1000000_l34_merged.fq.gz,1000000,34,999934,1000000,-66,0,7112,992888,-0.007,0.0,0.711,99.289,7112,
leeHom,gen_n1000000_l35_merged.fq.gz,1000000,35,999903,1000000,-97,0,7338,992662,-0.01,0.0,0.734,99.266,7338,
leeHom,gen_n1000000_l36_merged.fq.gz,1000000,36,999918,1000000,-82,0,7413,992587,-0.008,0.0,0.741,99.259,7413,
leeHom,gen_n1000000_l37_merged.fq.gz,1000000,37,999921,1000000,-79,0,7801,992199,-0.008,0.0,0.78,99.22,7801,
leeHom,gen_n1000000_l38_merged.fq.gz,1000000,38,999917,1000000,-83,0,8069,991931,-0.008,0.0,0.807,99.193,8069,
leeHom,gen_n1000000_l39_merged.fq.gz,1000000,39,999919,1000000,-81,0,8324,991676,-0.008,0.0,0.832,99.168,8324,
leeHom,gen_n1000000_l3_merged.fq.gz,1000000,3,999926,1000000,-74,0,1397,998603,-0.007,0.0,0.14,99.86,1397,
leeHom,gen_n1000000_l40_merged.fq.gz,1000000,40,999920,1000000,-80,0,8232,991768,-0.008,0.0,0.823,99.177,8232,
leeHom,gen_n1000000_l41_merged.fq.gz,1000000,41,999900,1000000,-100,0,8780,991220,-0.01,0.0,0.878,99.122,8780,
leeHom,gen_n1000000_l42_merged.fq.gz,1000000,42,999906,999999,-93,0,8796,991203,-0.009,0.0,0.88,99.12,8796,
leeHom,gen_n1000000_l43_merged.fq.gz,1000000,43,999921,1000000,-79,0,8949,991051,-0.008,0.0,0.895,99.105,8949,
leeHom,gen_n1000000_l44_merged.fq.gz,1000000,44,999910,999999,-89,0,9143,990856,-0.009,0.0,0.914,99.086,9143,
leeHom,gen_n1000000_l45_merged.fq.gz,1000000,45,999912,1000000,-88,0,9525,990475,-0.009,0.0,0.953,99.047,9525,
leeHom,gen_n1000000_l46_merged.fq.gz,1000000,46,999923,999999,-76,0,9650,990349,-0.008,0.0,0.965,99.035,9650,
