program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
leeHom,gen_n1000000_l47_merged.fq.gz,1000000,47,999928,1000000,-72,0,9785,990215,-0.007,0.0,0.979,99.021,9785,
leeHom,gen_n1000000_l48_merged.fq.gz,1000000,48,999923,1000000,-77,0,10244,989756,-0.008,0.0,1.024,98.976,10244,
leeHom,gen_n1000000_l49_merged.fq.gz,1000000,49,999925,1000000,-75,0,10221,989779,-0.007,0.0,1.022,98.978,10221,
leeHom,gen_n1000000_l4_merged.fq.gz,1000000,4,999896,1000000,-104,0,1753,998247,-0.01,0.0,0.175,99.825,1753,
leeHom,gen_n1000000_l50_merged.fq.gz,1000000,50,999927,1000000,-73,0,10715,989285,-0.007,0.0,1.072,98.928,10715,
leeHom,gen_n1000000_l51_merged.fq.gz,1000000,51,999919,1000000,-81,0,10500,989500,-0.008,0.0,1.05,98.95,10500,
leeHom,gen_n1000000_l52_merged.fq.gz,1000000,52,999920,1000000,-80,0,11102,988898,-0.008,0.0,1.11,98.89,11102,
leeHom,gen_n1000000_l53_merged.fq.gz,1000000,53,999912,1000000,-88,0,11085,988915,-0.009,0.0,1.109,98.891,11085,
leeHom,gen_n1000000_l54_merged.fq.gz,1000000,54,999922,1000000,-78,0,11192,988808,-0.008,0.0,1.119,98.881,11192,
leeHom,gen_n1000000_l55_merged.fq.gz,1000000,55,999914,1000000,-86,0,11580,988420,-0.009,0.0,1.158,98.842,11580,
leeHom,gen_n1000000_l56_merged.fq.gz,1000000,56,999916,1000000,-84,0,11829,988171,-0.008,0.0,1.183,98.817,11829,
leeHom,gen_n1000000_l57_merged.fq.gz,1000000,57,999900,1000000,-100,0,12023,987977,-0.01,0.0,1.202,98.798,12023,
leeHom,gen_n1000000_l58_merged.fq.gz,1000000,58,999915,1000000,-85,0,12284,987716,-0.009,0.0,1.228,98.772,12284,
leeHom,gen_n1000000_l59_merged.fq.gz,1000000,59,999905,1000000,-95,0,12478,987522,-0.009,0.0,1.248,98.752,12478,
leeHom,gen_n1000000_l5_merged.fq.gz,1000000,5,999925,1000000,-75,0,2240,997760,-0.007,0.0,0.224,99.776,2240,
leeHom,gen_n1000000_l60_merged.fq.gz,1000000,60,999917,1000000,-83,0,12636,987364,-0.008,0.0,1.264,98.736,12636,
leeHom,gen_n1000000_l61_merged.fq.gz,1000000,61,999918,1000000,-82,0,12761,987239,-0.008,0.0,1.276,98.724,12761,
leeHom,gen_n1000000_l62_merged.fq.gz,1000000,62,999910,1000000,-90,0,12862,987138,-0.009,0.0,1.286,98.714,12862,
leeHom,gen_n1000000_l63_merged.fq.gz,1000000,63,999911,1000000,-89,0,13042,986958,-0.009,0.0,1.304,98.696,13042,
leeHom,gen_n1000000_l64_merged.fq.gz,1000000,64,999922,1000000,-78,0,13626,986374,-0.008,0.0,1.363,98.637,13626,
leeHom,gen_n1000000_l65_merged.fq.gz,1000000,65,999920,1000000,-80,0,13816,986184,-0.008,0.0,1.382,98.618,13816,
leeHom,gen_n1000000_l66_merged.fq.gz,1000000,66,999904,1000000,-96,0,13881,986119,-0.01,0.0,1.388,98.612,13881,
leeHom,gen_n1000000_l67_merged.fq.gz,1000000,67,999925,1000000,-75,0,14076,985924,-0.007,0.0,1.408,98.592,14076,
leeHom,gen_n1000000_l68_merged.fq.gz,1000000,68,999915,1000000,-85,0,14365,985635,-0.009,0.0,1.436,98.564,14365,
leeHom,gen_n1000000_l69_merged.fq.gz,1000000,69,999916,1000000,-84,0,14424,985576,-0.008,0.0,1.442,98.558,14424,
leeHom,gen_n1000000_l6_merged.fq.gz,1000000,6,999916,1000000,-84,0,2248,997752,-0.008,0.0,0.225,99.775,2248,
leeHom,gen_n1000000_l70_merged.fq.gz,1000000,70,999901,1000000,-99,0,14847,985153,-0.01,0.0,1.485,98.515,14847,
leeHom,gen_n1000000_l71_merged.fq.gz,1000000,71,999895,1000000,-105,0,15210,984790,-0.011,0.0,1.521,98.479,15210,
leeHom,gen_n1000000_l72_merged.fq.gz,1000000,72,999909,1000000,-91,0,15664,984336,-0.009,0.0,1.566,98.434,15664,
leeHom,gen_n1000000_l73_merged.fq.gz,1000000,73,999926,1000000,-74,0,15622,984378,-0.007,0.0,1.562,98.438,15622,
leeHom,gen_n1000000_l74_merged.fq.gz,1000000,74,999914,1000000,-86,0,15876,984124,-0.009,0.0,1.588,98.412,15876,
leeHom,gen_n1000000_l75_merged.fq.gz,1000000,75,999929,1000000,-71,0,15882,984118,-0.007,0.0,1.588,98.412,15882,
leeHom,gen_n1000000_l76_merged.fq.gz,1000000,76,999914,999999,-85,0,16098,983901,-0.009,0.0,1.61,98.39,16098,
leeHom,gen_n1000000_l77_merged.fq.gz,1000000,77,999902,1000000,-98,0,16466,983534,-0.01,0.0,1.647,98.353,16466,
leeHom,gen_n1000000_l78_merged.fq.gz,1000000,78,999918,1000000,-82,0,16752,983248,-0.008,0.0,1.675,98.325,16752,
leeHom,gen_n1000000_l79_merged.fq.gz,1000000,79,999921,1000000,-79,0,16853,983147,-0.008,0.0,1.685,98.315,16853,
leeHom,gen_n1000000_l7_merged.fq.gz,1000000,7,999912,1000000,-88,0,2226,997774,-0.009,0.0,0.223,99.777,2226,
leeHom,gen_n1000000_l80_merged.fq.gz,1000000,80,999907,1000000,-93,0,16924,983076,-0.009,0.0,1.692,98.308,16924,
leeHom,gen_n1000000_l81_merged.fq.gz,1000000,81,999923,1000000,-77,0,17210,982790,-0.008,0.0,1.721,98.279,17210,
leeHom,gen_n1000000_l82_merged.fq.gz,1000000,82,999924,1000000,-76,0,17807,982193,-0.008,0.0,1.781,98.219,17807,
leeHom,gen_n1000000_l83_merged.fq.gz,1000000,83,999923,1000000,-77,0,17526,982474,-0.008,0.0,1.753,98.247,17526,
leeHom,gen_n1000000_l84_merged.fq.gz,1000000,84,999906,1000000,-94,0,17843,982157,-0.009,0.0,1.784,98.216,17843,
leeHom,gen_n1000000_l85_merged.fq.gz,1000000,85,999916,1000000,-84,0,18327,981673,-0.008,0.0,1.833,98.167,18327,
leeHom,gen_n1000000_l86_merged.fq.gz,1000000,86,999921,1000000,-79,0,18625,981375,-0.008,0.0,1.862,98.138,18625,
leeHom,gen_n1000000_l87_merged.fq.gz,1000000,87,999935,1000000,-65,0,18982,981018,-0.006,0.0,1.898,98.102,18982,
leeHom,gen_n1000000_l88_merged.fq.gz,1000000,88,999924,1000000,-76,0,18803,981197,-0.008,0.0,1.88,98.12,18803,
leeHom,gen_n1000000_l89_merged.fq.gz,1000000,89,999911,1000000,-89,0,18902,981098,-0.009,0.0,1.89,98.11,18902,
leeHom,gen_n1000000_l8_merged.fq.gz,1000000,8,999921,1000000,-79,0,2326,997674,-0.008,0.0,0.233,99.767,2326,
leeHom,gen_n1000000_l90_merged.fq.gz,1000000,90,999923,1000000,-77,0,19153,980847,-0.008,0.0,1.915,98.085,19153,
leeHom,gen_n1000000_l91_merged.fq.gz,1000000,91,999915,1000000,-85,0,19542,980458,-0.009,0.0,1.954,98.046,19542,
leeHom,gen_n1000000_l92_merged.fq.gz,1000000,92,999916,1000000,-84,0,19799,980201,-0.008,0.0,1.98,98.02,19799,
leeHom,gen_n1000000_l93_merged.fq.gz,1000000,93,999908,1000000,-92,0,20172,979828,-0.009,0.0,2.017,97.983,20172,
leeHom,gen_n1000000_l94_merged.fq.gz,1000000,94,999916,1000000,-84,0,20360,979640,-0.008,0.0,2.036,97.964,20360,
leeHom,gen_n1000000_l95_merged.fq.gz,1000000,95,999918,1000000,-82,0,20622,979378,-0.008,0.0,2.062,97.938,20622,
leeHom,gen_n1000000_l96_merged.fq.gz,1000000,96,999915,1000000,-85,0,20919,979081,-0.009,0.0,2.092,97.908,20919,
leeHom,gen_n1000000_l97_merged.fq.gz,1000000,97,999915,1000000,-85,0,21091,978909,-0.009,0.0,2.109,97.891,21091,
leeHom,gen_n1000000_l98_merged.fq.gz,1000000,98,999919,1000000,-81,0,21510,978490,-0.008,0.0,2.151,97.849,21510,
leeHom,gen_n1000000_l99_merged.fq.gz,1000000,99,999915,1000000,-85,0,21684,978316,-0.009,0.0,2.168,97.832,21684,
leeHom,gen_n1000000_l9_merged.fq.gz,1000000,9,999911,1000000,-89,0,2307,997693,-0.009,0.0,0.231,99.769,2307,
