program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
fastp,gen_n1000000_l52_merged.fq,1000000,52,999920,1000000,-80,546,47815,951639,-0.008,0.055,4.782,95.164,48361,
fastp,gen_n1000000_l53_merged.fq,1000000,53,999912,1000000,-88,634,48314,951052,-0.009,0.063,4.831,95.105,48948,
fastp,gen_n1000000_l54_merged.fq,1000000,54,999922,1000000,-78,604,49572,949824,-0.008,0.06,4.957,94.982,50176,
fastp,gen_n1000000_l55_merged.fq,1000000,55,999914,1000000,-86,622,50871,948507,-0.009,0.062,5.087,94.851,51493,
fastp,gen_n1000000_l56_merged.fq,1000000,56,999916,1000000,-84,578,52043,947379,-0.008,0.058,5.204,94.738,52621,
fastp,gen_n1000000_l57_merged.fq,1000000,57,999900,1000000,-100,596,52779,946625,-0.01,0.06,5.278,94.663,53375,
fastp,gen_n1000000_l58_merged.fq,1000000,58,999915,1000000,-85,611,53992,945397,-0.009,0.061,5.399,94.54,54603,
fastp,gen_n1000000_l59_merged.fq,1000000,59,999905,1000000,-95,612,54466,944922,-0.009,0.061,5.447,94.492,55078,
fastp,gen_n1000000_l5_merged.fq,1000000,5,999925,0,999925,0,0,0,99.992,0.0,0.0,0.0,0,
fastp,gen_n1000000_l60_merged.fq,1000000,60,999917,1000000,-83,623,55612,943765,-0.008,0.062,5.561,94.376,56235,
fastp,gen_n1000000_l61_merged.fq,1000000,61,999918,1000000,-82,600,56058,943342,-0.008,0.06,5.606,94.334,56658,
fastp,gen_n1000000_l62_merged.fq,1000000,62,999910,1000000,-90,614,57578,941808,-0.009,0.061,5.758,94.181,58192,
fastp,gen_n1000000_l63_merged.fq,1000000,63,999911,1000000,-89,598,58724,940678,-0.009,0.06,5.872,94.068,59322,
fastp,gen_n1000000_l64_merged.fq,1000000,64,999922,1000000,-78,666,59824,939510,-0.008,0.067,5.982,93.951,60490,
fastp,gen_n1000000_l65_merged.fq,1000000,65,999920,1000000,-80,604,60948,938448,-0.008,0.06,6.095,93.845,61552,
fastp,gen_n1000000_l66_merged.fq,1000000,66,999904,1000000,-96,675,61763,937562,-0.01,0.068,6.176,93.756,62438,
fastp,gen_n1000000_l67_merged.fq,1000000,67,999925,1000000,-75,581,62817,936602,-0.007,0.058,6.282,93.66,63398,
fastp,gen_n1000000_l68_merged.fq,1000000,68,999915,1000000,-85,575,64009,935416,-0.009,0.057,6.401,93.542,64584,
fastp,gen_n1000000_l69_merged.fq,1000000,69,999916,1000000,-84,578,65067,934355,-0.008,0.058,6.507,93.436,65645,
fastp,gen_n1000000_l6_merged.fq,1000000,6,999916,401,999515,401,0,0,99.952,0.04,0.0,0.0,401,
fastp,gen_n1000000_l70_merged.fq,1000000,70,999901,1000000,-99,557,66202,933241,-0.01,0.056,6.62,93.324,66759,
fastp,gen_n1000000_l71_merged.fq,1000000,71,999895,1000000,-105,577,66941,932482,-0.011,0.058,6.694,93.248,67518,
fastp,gen_n1000000_l72_merged.fq,1000000,72,999909,1000000,-91,640,67879,931481,-0.009,0.064,6.788,93.148,68519,
fastp,gen_n1000000_l73_merged.fq,1000000,73,999926,1000000,-74,580,69229,930191,-0.007,0.058,6.923,93.019,69809,
fastp,gen_n1000000_l74_merged.fq,1000000,74,999914,1000000,-86,630,70046,929324,-0.009,0.063,7.005,92.932,70676,
fastp,gen_n1000000_l75_merged.fq,1000000,75,999929,1000000,-71,598,71590,927812,-0.007,0.06,7.159,92.781,72188,
fastp,gen_n1000000_l76_merged.fq,1000000,76,999914,1000000,-86,627,72600,926773,-0.009,0.063,7.26,92.677,73227,
fastp,gen_n1000000_l77_merged.fq,1000000,77,999902,1000000,-98,632,73179,926189,-0.01,0.063,7.318,92.619,73811,
fastp,gen_n1000000_l78_merged.fq,1000000,78,999918,1000000,-82,593,74927,924480,-0.008,0.059,7.493,92.448,75520,
fastp,gen_n1000000_l79_merged.fq,1000000,79,999921,1000000,-79,554,75592,923854,-0.008,0.055,7.559,92.385,76146,
fastp,gen_n1000000_l7_merged.fq,1000000,7,999912,0,999912,0,0,0,99.991,0.0,0.0,0.0,0,
fastp,gen_n1000000_l80_merged.fq,1000000,80,999907,1000000,-93,590,76943,922467,-0.009,0.059,7.694,92.247,77533,
fastp,gen_n1000000_l81_merged.fq,1000000,81,999923,1000000,-77,588,78141,921271,-0.008,0.059,7.814,92.127,78729,
fastp,gen_n1000000_l82_merged.fq,1000000,82,999924,1000000,-76,600,79490,919910,-0.008,0.06,7.949,91.991,80090,
fastp,gen_n1000000_l83_merged.fq,1000000,83,999923,1000000,-77,593,80385,919022,-0.008,0.059,8.038,91.902,80978,
fastp,gen_n1000000_l84_merged.fq,1000000,84,999906,1000000,-94,594,81414,917992,-0.009,0.059,8.141,91.799,82008,
fastp,gen_n1000000_l85_merged.fq,1000000,85,999916,1000000,-84,585,83636,915779,-0.008,0.059,8.364,91.578,84221,
fastp,gen_n1000000_l86_merged.fq,1000000,86,999921,1000000,-79,597,84013,915390,-0.008,0.06,8.401,91.539,84610,
fastp,gen_n1000000_l87_merged.fq,1000000,87,999935,1000000,-65,633,85458,913909,-0.006,0.063,8.546,91.391,86091,
fastp,gen_n1000000_l88_merged.fq,1000000,88,999924,1000000,-76,575,86504,912921,-0.008,0.057,8.65,91.292,87079,
fastp,gen_n1000000_l89_merged.fq,1000000,89,999911,1000000,-89,621,87311,912068,-0.009,0.062,8.731,91.207,87932,
fastp,gen_n1000000_l8_merged.fq,1000000,8,999921,610,999311,610,0,0,99.931,0.061,0.0,0.0,610,
fastp,gen_n1000000_l90_merged.fq,1000000,90,999923,1000000,-77,550,88648,910802,-0.008,0.055,8.865,91.08,89198,
fastp,gen_n1000000_l91_merged.fq,1000000,91,999915,1000000,-85,556,90109,909335,-0.009,0.056,9.011,90.933,90665,
fastp,gen_n1000000_l92_merged.fq,1000000,92,999916,1000000,-84,605,91520,907875,-0.008,0.06,9.152,90.787,92125,
fastp,gen_n1000000_l93_merged.fq,1000000,93,999908,1000000,-92,573,92867,906560,-0.009,0.057,9.287,90.656,93440,
fastp,gen_n1000000_l94_merged.fq,1000000,94,999916,1000000,-84,574,93816,905610,-0.008,0.057,9.382,90.561,94390,
fastp,gen_n1000000_l95_merged.fq,1000000,95,999918,1000000,-82,551,95320,904129,-0.008,0.055,9.532,90.413,95871,
fastp,gen_n1000000_l96_merged.fq,1000000,96,999915,1000000,-85,578,96455,902967,-0.009,0.058,9.646,90.297,97033,
fastp,gen_n1000000_l97_merged.fq,1000000,97,999915,1000000,-85,585,97313,902102,-0.009,0.059,9.731,90.21,97898,
fastp,gen_n1000000_l98_merged.fq,1000000,98,999919,1000000,-81,595,98857,900548,-0.008,0.06,9.886,90.055,99452,
fastp,gen_n1000000_l99_merged.fq,1000000,99,999915,1000000,-85,608,99694,899698,-0.009,0.061,9.969,89.97,100302,
fastp,gen_n1000000_l9_merged.fq,1000000,9,999911,961,998950,961,0,0,99.895,0.096,0.0,0.0,961,
