program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
ClipAndMerge,gen_n1000000_l45_merged.fq,1000000,45,999912,999745,167,1,9373,990371,0.017,0.0,0.937,99.037,9374,
ClipAndMerge,gen_n1000000_l46_merged.fq,1000000,46,999923,999719,204,1,9548,990170,0.02,0.0,0.955,99.017,9549,
ClipAndMerge,gen_n1000000_l47_merged.fq,1000000,47,999928,999724,204,0,9773,989951,0.02,0.0,0.977,98.995,9773,
ClipAndMerge,gen_n1000000_l48_merged.fq,1000000,48,999923,999691,232,0,10045,989646,0.023,0.0,1.004,98.965,10045,
ClipAndMerge,gen_n1000000_l49_merged.fq,1000000,49,999925,999671,254,2,10235,989434,0.025,0.0,1.023,98.943,10237,
ClipAndMerge,gen_n1000000_l4_merged.fq,1000000,4,999896,0,999896,0,0,0,99.99,0.0,0.0,0.0,0,
ClipAndMerge,gen_n1000000_l50_merged.fq,1000000,50,999927,999619,308,1,10606,989012,0.031,0.0,1.061,98.901,10607,
ClipAndMerge,gen_n1000000_l51_merged.fq,1000000,51,999919,999593,326,1,10531,989061,0.033,0.0,1.053,98.906,10532,
ClipAndMerge,gen_n1000000_l52_merged.fq,1000000,52,999920,999609,311,0,10819,988790,0.031,0.0,1.082,98.879,10819,
ClipAndMerge,gen_n1000000_l53_merged.fq,1000000,53,999912,999562,350,0,11006,988556,0.035,0.0,1.101,98.856,11006,
ClipAndMerge,gen_n1000000_l54_merged.fq,1000000,54,999922,999560,362,0,11175,988385,0.036,0.0,1.117,98.838,11175,
ClipAndMerge,gen_n1000000_l55_merged.fq,1000000,55,999914,999518,396,2,11340,988176,0.04,0.0,1.134,98.818,11342,
ClipAndMerge,gen_n1000000_l56_merged.fq,1000000,56,999916,999497,419,2,11745,987750,0.042,0.0,1.175,98.775,11747,
ClipAndMerge,gen_n1000000_l57_merged.fq,1000000,57,999900,999531,369,3,11788,987740,0.037,0.0,1.179,98.774,11791,
ClipAndMerge,gen_n1000000_l58_merged.fq,1000000,58,999915,999436,479,1,12233,987202,0.048,0.0,1.223,98.72,12234,
ClipAndMerge,gen_n1000000_l59_merged.fq,1000000,59,999905,999433,472,1,12313,987119,0.047,0.0,1.231,98.712,12314,
ClipAndMerge,gen_n1000000_l5_merged.fq,1000000,5,999925,0,999925,0,0,0,99.992,0.0,0.0,0.0,0,
ClipAndMerge,gen_n1000000_l60_merged.fq,1000000,60,999917,999974,-57,0,12550,987424,-0.006,0.0,1.255,98.742,12550,
ClipAndMerge,gen_n1000000_l61_merged.fq,1000000,61,999918,999966,-48,0,12691,987275,-0.005,0.0,1.269,98.728,12691,
ClipAndMerge,gen_n1000000_l62_merged.fq,1000000,62,999910,999972,-62,0,12985,986987,-0.006,0.0,1.298,98.699,12985,
ClipAndMerge,gen_n1000000_l63_merged.fq,1000000,63,999911,999970,-59,0,13167,986803,-0.006,0.0,1.317,98.68,13167,
ClipAndMerge,gen_n1000000_l64_merged.fq,1000000,64,999922,999972,-50,0,13643,986329,-0.005,0.0,1.364,98.633,13643,
ClipAndMerge,gen_n1000000_l65_merged.fq,1000000,65,999920,999965,-45,0,13795,986170,-0.005,0.0,1.379,98.617,13795,
ClipAndMerge,gen_n1000000_l66_merged.fq,1000000,66,999904,999960,-56,0,13912,986048,-0.006,0.0,1.391,98.605,13912,
ClipAndMerge,gen_n1000000_l67_merged.fq,1000000,67,999925,999973,-48,0,14061,985912,-0.005,0.0,1.406,98.591,14061,
ClipAndMerge,gen_n1000000_l68_merged.fq,1000000,68,999915,999970,-55,0,14409,985561,-0.006,0.0,1.441,98.556,14409,
ClipAndMerge,gen_n1000000_l69_merged.fq,1000000,69,999916,999952,-36,0,14641,985311,-0.004,0.0,1.464,98.531,14641,
ClipAndMerge,gen_n1000000_l6_merged.fq,1000000,6,999916,0,999916,0,0,0,99.992,0.0,0.0,0.0,0,
ClipAndMerge,gen_n1000000_l70_merged.fq,1000000,70,999901,999943,-42,0,15076,984867,-0.004,0.0,1.508,98.487,15076,
ClipAndMerge,gen_n1000000_l71_merged.fq,1000000,71,999895,999945,-50,0,15046,984899,-0.005,0.0,1.505,98.49,15046,
ClipAndMerge,gen_n1000000_l72_merged.fq,1000000,72,999909,999942,-33,0,15625,984317,-0.003,0.0,1.562,98.432,15625,
ClipAndMerge,gen_n1000000_l73_merged.fq,1000000,73,999926,999949,-23,0,15450,984499,-0.002,0.0,1.545,98.45,15450,
ClipAndMerge,gen_n1000000_l74_merged.fq,1000000,74,999914,999932,-18,0,15735,984197,-0.002,0.0,1.573,98.42,15735,
ClipAndMerge,gen_n1000000_l75_merged.fq,1000000,75,999929,999944,-15,0,16067,983877,-0.002,0.0,1.607,98.388,16067,
ClipAndMerge,gen_n1000000_l76_merged.fq,1000000,76,999914,999937,-23,0,16199,983738,-0.002,0.0,1.62,98.374,16199,
ClipAndMerge,gen_n1000000_l77_merged.fq,1000000,77,999902,999946,-44,0,16358,983588,-0.004,0.0,1.636,98.359,16358,
ClipAndMerge,gen_n1000000_l78_merged.fq,1000000,78,999918,999919,-1,1,16762,983156,-0.0,0.0,1.676,98.316,16763,
ClipAndMerge,gen_n1000000_l79_merged.fq,1000000,79,999921,999909,12,0,16704,983205,0.001,0.0,1.67,98.32,16704,
ClipAndMerge,gen_n1000000_l7_merged.fq,1000000,7,999912,0,999912,0,0,0,99.991,0.0,0.0,0.0,0,
ClipAndMerge,gen_n1000000_l80_merged.fq,1000000,80,999907,999999,-92,0,16961,983038,-0.009,0.0,1.696,98.304,16961,
ClipAndMerge,gen_n1000000_l81_merged.fq,1000000,81,999923,999994,-71,0,17217,982777,-0.007,0.0,1.722,98.278,17217,
ClipAndMerge,gen_n1000000_l82_merged.fq,1000000,82,999924,999997,-73,0,17647,982350,-0.007,0.0,1.765,98.235,17647,
ClipAndMerge,gen_n1000000_l83_merged.fq,1000000,83,999923,999994,-71,0,17575,982419,-0.007,0.0,1.758,98.242,17575,
ClipAndMerge,gen_n1000000_l84_merged.fq,1000000,84,999906,999991,-85,0,17866,982125,-0.009,0.0,1.787,98.213,17866,
ClipAndMerge,gen_n1000000_l85_merged.fq,1000000,85,999916,999992,-76,0,18455,981537,-0.008,0.0,1.845,98.154,18455,
ClipAndMerge,gen_n1000000_l86_merged.fq,1000000,86,999921,999995,-74,1,18486,981508,-0.007,0.0,1.849,98.151,18487,
ClipAndMerge,gen_n1000000_l87_merged.fq,1000000,87,999935,999998,-63,0,18898,981100,-0.006,0.0,1.89,98.11,18898,
ClipAndMerge,gen_n1000000_l88_merged.fq,1000000,88,999924,999996,-72,0,18903,981093,-0.007,0.0,1.89,98.109,18903,
ClipAndMerge,gen_n1000000_l89_merged.fq,1000000,89,999911,999993,-82,0,18824,981169,-0.008,0.0,1.882,98.117,18824,
ClipAndMerge,gen_n1000000_l8_merged.fq,1000000,8,999921,0,999921,0,0,0,99.992,0.0,0.0,0.0,0,
ClipAndMerge,gen_n1000000_l90_merged.fq,1000000,90,999923,999990,-67,0,19249,980741,-0.007,0.0,1.925,98.074,19249,
ClipAndMerge,gen_n1000000_l91_merged.fq,1000000,91,999915,999988,-73,0,19586,980402,-0.007,0.0,1.959,98.04,19586,
ClipAndMerge,gen_n1000000_l92_merged.fq,1000000,92,999916,999986,-70,0,19841,980145,-0.007,0.0,1.984,98.014,19841,
ClipAndMerge,gen_n1000000_l93_merged.fq,1000000,93,999908,999992,-84,0,20066,979926,-0.008,0.0,2.007,97.993,20066,
ClipAndMerge,gen_n1000000_l94_merged.fq,1000000,94,999916,999988,-72,0,20293,979695,-0.007,0.0,2.029,97.969,20293,
ClipAndMerge,gen_n1000000_l95_merged.fq,1000000,95,999918,999993,-75,0,20693,979300,-0.007,0.0,2.069,97.93,20693,
ClipAndMerge,gen_n1000000_l96_merged.fq,1000000,96,999915,999987,-72,0,20882,979105,-0.007,0.0,2.088,97.91,20882,
ClipAndMerge,gen_n1000000_l97_merged.fq,1000000,97,999915,999988,-73,0,21101,978887,-0.007,0.0,2.11,97.889,21101,
ClipAndMerge,gen_n1000000_l98_merged.fq,1000000,98,999919,999985,-66,0,21461,978524,-0.007,0.0,2.146,97.852,21461,
ClipAndMerge,gen_n1000000_l99_merged.fq,1000000,99,999915,999981,-66,0,21616,978365,-0.007,0.0,2.162,97.837,21616,
ClipAndMerge,gen_n1000000_l9_merged.fq,1000000,9,999911,0,999911,0,0,0,99.991,0.0,0.0,0.0,0,
