program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,avg_divergence_per_nt,edit_distances
bbmerge,gen_n1000000_l3_merged.fq,1000000,3,999926,0,1000000,NA,
bbmerge,gen_n1000000_l40_merged.fq,1000000,40,999925,944631,55369,0.013,0:939743 1:4887 2:1
bbmerge,gen_n1000000_l41_merged.fq,1000000,41,999926,944267,55733,0.013,0:939077 1:5186 2:4
bbmerge,gen_n1000000_l42_merged.fq,1000000,42,999912,945598,54402,0.014,0:940184 1:5413 2:1
bbmerge,gen_n1000000_l43_merged.fq,1000000,43,999903,946363,53637,0.014,0:940532 1:5829 2:2
bbmerge,gen_n1000000_l44_merged.fq,1000000,44,999915,948183,51817,0.015,0:942004 1:6178 2:1
bbmerge,gen_n1000000_l45_merged.fq,1000000,45,999937,951075,48925,0.016,0:944102 1:6971 2:2
bbmerge,gen_n1000000_l46_merged.fq,1000000,46,999918,950190,49810,0.016,0:943095 1:7094 2:1
bbmerge,gen_n1000000_l47_merged.fq,1000000,47,999916,952205,47795,0.017,0:944616 1:7585 2:4
bbmerge,gen_n1000000_l48_merged.fq,1000000,48,999919,952424,47576,0.017,0:944468 1:7955 2:1
bbmerge,gen_n1000000_l49_merged.fq,1000000,49,999920,953977,46023,0.018,0:945599 1:8375 2:3
bbmerge,gen_n1000000_l4_merged.fq,1000000,4,999926,0,1000000,NA,
bbmerge,gen_n1000000_l50_merged.fq,1000000,50,999907,956049,43951,0.019,0:947180 1:8867 2:2
bbmerge,gen_n1000000_l51_merged.fq,1000000,51,999911,956017,43983,0.019,0:946659 1:9351 2:7
bbmerge,gen_n1000000_l52_merged.fq,1000000,52,999894,956752,43248,0.02,0:946978 1:9766 2:8
bbmerge,gen_n1000000_l53_merged.fq,1000000,53,999924,958721,41279,0.02,0:948462 1:10247 2:12
bbmerge,gen_n1000000_l54_merged.fq,1000000,54,999907,959825,40175,0.02,0:949299 1:10525 2:1
bbmerge,gen_n1000000_l55_merged.fq,1000000,55,999911,960863,39137,0.021,0:949893 1:10962 2:8
bbmerge,gen_n1000000_l56_merged.fq,1000000,56,999912,959803,40197,0.021,0:948430 1:11363 2:10
bbmerge,gen_n1000000_l57_merged.fq,1000000,57,999918,961832,38168,0.021,0:950106 1:11716 2:10
bbmerge,gen_n1000000_l58_merged.fq,1000000,58,999907,962796,37204,0.022,0:950501 1:12279 2:16
bbmerge,gen_n1000000_l59_merged.fq,1000000,59,999911,964036,35964,0.022,0:951484 1:12540 2:12
bbmerge,gen_n1000000_l5_merged.fq,1000000,5,999909,0,1000000,NA,
bbmerge,gen_n1000000_l60_merged.fq,1000000,60,999914,965761,34239,0.022,0:952750 1:12990 2:21
bbmerge,gen_n1000000_l61_merged.fq,1000000,61,999912,965781,34219,0.023,0:952191 1:13574 2:16
bbmerge,gen_n1000000_l62_merged.fq,1000000,62,999918,967685,32315,0.023,0:953707 1:13960 2:18
bbmerge,gen_n1000000_l63_merged.fq,1000000,63,999908,969100,30900,0.024,0:954597 1:14483 2:20
bbmerge,gen_n1000000_l64_merged.fq,1000000,64,999907,969596,30404,0.024,0:954874 1:14707 2:15
bbmerge,gen_n1000000_l65_merged.fq,1000000,65,999905,971098,28902,0.024,0:955756 1:15323 2:19
bbmerge,gen_n1000000_l66_merged.fq,1000000,66,999918,969982,30018,0.025,0:954252 1:15701 2:29
bbmerge,gen_n1000000_l67_merged.fq,1000000,67,999934,971357,28643,0.025,0:955350 1:15974 2:33
bbmerge,gen_n1000000_l68_merged.fq,1000000,68,999927,972122,27878,0.025,0:955757 1:16338 2:27
bbmerge,gen_n1000000_l69_merged.fq,1000000,69,999931,973529,26471,0.026,0:956301 1:17191 2:37
bbmerge,gen_n1000000_l6_merged.fq,1000000,6,999928,0,1000000,NA,
bbmerge,gen_n1000000_l70_merged.fq,1000000,70,999920,974325,25675,0.026,0:956724 1:17562 2:39
bbmerge,gen_n1000000_l71_merged.fq,1000000,71,999921,972913,27087,0.026,0:955146 1:17734 2:33
bbmerge,gen_n1000000_l72_merged.fq,1000000,72,999922,974036,25964,0.026,0:955816 1:18185 2:35
bbmerge,gen_n1000000_l73_merged.fq,1000000,73,999921,974996,25004,0.026,0:956508 1:18451 2:37
bbmerge,gen_n1000000_l74_merged.fq,1000000,74,999920,975421,24579,0.027,0:956301 1:19070 2:49 3:1
bbmerge,gen_n1000000_l75_merged.fq,1000000,75,999913,976414,23586,0.027,0:956612 1:19741 2:61
bbmerge,gen_n1000000_l76_merged.fq,1000000,76,999911,975681,24319,0.027,0:955740 1:19874 2:67
bbmerge,gen_n1000000_l77_merged.fq,1000000,77,999915,976870,23130,0.027,0:956324 1:20486 2:60
bbmerge,gen_n1000000_l78_merged.fq,1000000,78,999894,976933,23067,0.027,0:956408 1:20463 2:61 3:1
bbmerge,gen_n1000000_l79_merged.fq,1000000,79,999918,977698,22302,0.028,0:956388 1:21221 2:89
bbmerge,gen_n1000000_l7_merged.fq,1000000,7,999914,0,1000000,NA,
bbmerge,gen_n1000000_l80_merged.fq,1000000,80,999911,978116,21884,0.028,0:956516 1:21510 2:90
bbmerge,gen_n1000000_l81_merged.fq,1000000,81,999918,976474,23526,0.028,0:954569 1:21823 2:82
bbmerge,gen_n1000000_l82_merged.fq,1000000,82,999906,977857,22143,0.028,0:955617 1:22129 2:111
bbmerge,gen_n1000000_l83_merged.fq,1000000,83,999912,978765,21235,0.028,0:955940 1:22716 2:109
bbmerge,gen_n1000000_l84_merged.fq,1000000,84,999916,980519,19481,0.028,0:957245 1:23144 2:130
bbmerge,gen_n1000000_l85_merged.fq,1000000,85,999930,981038,18962,0.028,0:957676 1:23243 2:119
bbmerge,gen_n1000000_l86_merged.fq,1000000,86,999923,978893,21107,0.029,0:954977 1:23781 2:135
bbmerge,gen_n1000000_l87_merged.fq,1000000,87,999917,979633,20367,0.029,0:955241 1:24232 2:160
bbmerge,gen_n1000000_l88_merged.fq,1000000,88,999907,980307,19693,0.029,0:955539 1:24642 2:126
bbmerge,gen_n1000000_l89_merged.fq,1000000,89,999923,980825,19175,0.029,0:955880 1:24787 2:158
bbmerge,gen_n1000000_l8_merged.fq,1000000,8,999897,0,1000000,NA,
bbmerge,gen_n1000000_l90_merged.fq,1000000,90,999924,981522,18478,0.029,0:956090 1:25270 2:162
bbmerge,gen_n1000000_l91_merged.fq,1000000,91,999913,979282,20718,0.029,0:953582 1:25516 2:184
bbmerge,gen_n1000000_l92_merged.fq,1000000,92,999925,980387,19613,0.029,0:954184 1:26011 2:192
bbmerge,gen_n1000000_l93_merged.fq,1000000,93,999904,982046,17954,0.029,0:955896 1:25943 2:205 3:2
bbmerge,gen_n1000000_l94_merged.fq,1000000,94,999912,983678,16322,0.029,0:956726 1:26761 2:189 3:2
bbmerge,gen_n1000000_l95_merged.fq,1000000,95,999917,983789,16211,0.029,0:956701 1:26875 2:213
bbmerge,gen_n1000000_l96_merged.fq,1000000,96,999911,981471,18529,0.03,0:953750 1:27475 2:245 3:1
bbmerge,gen_n1000000_l97_merged.fq,1000000,97,999924,982792,17208,0.03,0:954555 1:28018 2:218 3:1
bbmerge,gen_n1000000_l98_merged.fq,1000000,98,999934,983686,16314,0.03,0:954854 1:28557 2:275
bbmerge,gen_n1000000_l99_merged.fq,1000000,99,999929,985464,14536,0.03,0:956511 1:28660 2:293
bbmerge,gen_n1000000_l9_merged.fq,1000000,9,999912,0,1000000,NA,
