program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length_reads,divergent_reads,average_divergence,dropped_reads_percentage,incorrect_length_percentage,divergent_reads_percentage,average_divergence_percentage,perfectly_reconstructed,perfectly_reconstructed_percentage
SeqPrep,gen_n1000000_l1000_se_sp.fq.gz,1000000,1000,1000000,1325,998675,1325,1325,815.4037735849057,99.867,0.133,100.0,81.54,0,0.0
SeqPrep,gen_n1000000_l100_se_sp.fq.gz,1000000,100,1000000,1000000,0,0,22170,0.02242,0.0,0.0,2.217,0.022,977830,97.783
SeqPrep,gen_n1000000_l101_se_sp.fq.gz,1000000,101,1000000,1000000,0,0,22378,0.022612,0.0,0.0,2.238,0.022,977622,97.762
SeqPrep,gen_n1000000_l102_se_sp.fq.gz,1000000,102,1000000,1000000,0,0,22585,0.022857,0.0,0.0,2.259,0.022,977415,97.742
SeqPrep,gen_n1000000_l103_se_sp.fq.gz,1000000,103,1000000,1000000,0,0,22408,0.022662,0.0,0.0,2.241,0.022,977592,97.759
SeqPrep,gen_n1000000_l104_se_sp.fq.gz,1000000,104,1000000,1000000,0,0,23020,0.023289,0.0,0.0,2.302,0.022,976980,97.698
SeqPrep,gen_n1000000_l105_se_sp.fq.gz,1000000,105,1000000,1000000,0,0,23053,0.023338,0.0,0.0,2.305,0.022,976947,97.695
SeqPrep,gen_n1000000_l106_se_sp.fq.gz,1000000,106,1000000,999996,4,0,23369,0.023627094508378032,0.0,0.0,2.337,0.022,976627,97.663
SeqPrep,gen_n1000000_l107_se_sp.fq.gz,1000000,107,1000000,999988,12,2,23356,0.023691284295411546,0.001,0.0,2.336,0.022,976632,97.663
SeqPrep,gen_n1000000_l108_se_sp.fq.gz,1000000,108,1000000,999972,28,10,24298,0.02486969635149784,0.003,0.001,2.43,0.023,975674,97.567
SeqPrep,gen_n1000000_l109_se_sp.fq.gz,1000000,109,1000000,999906,94,20,24311,0.02522237090286487,0.009,0.002,2.431,0.023,975595,97.559
SeqPrep,gen_n1000000_l10_se_sp.fq.gz,1000000,10,1000000,1000000,0,0,2323,0.002326,0.0,0.0,0.232,0.023,997677,99.768
SeqPrep,gen_n1000000_l110_se_sp.fq.gz,1000000,110,1000000,999675,325,95,24599,0.028031110110786007,0.033,0.009,2.461,0.025,975076,97.508
SeqPrep,gen_n1000000_l111_se_sp.fq.gz,1000000,111,1000000,997866,2134,189,24868,0.03144610599018305,0.213,0.019,2.492,0.028,972998,97.3
SeqPrep,gen_n1000000_l112_se_sp.fq.gz,1000000,112,1000000,996084,3916,569,25212,0.04421414258235249,0.392,0.057,2.531,0.039,970872,97.087
SeqPrep,gen_n1000000_l113_se_sp.fq.gz,1000000,113,1000000,994143,5857,980,26045,0.05852075606829198,0.586,0.098,2.62,0.052,968098,96.81
SeqPrep,gen_n1000000_l114_se_sp.fq.gz,1000000,114,1000000,995457,4543,1016,26412,0.06013519418719242,0.454,0.102,2.653,0.053,969045,96.904
SeqPrep,gen_n1000000_l115_se_sp.fq.gz,1000000,115,1000000,995259,4741,1051,26687,0.06168645548545655,0.474,0.105,2.681,0.054,968572,96.857
SeqPrep,gen_n1000000_l116_se_sp.fq.gz,1000000,116,1000000,988496,11504,1004,25483,0.05948734238681795,1.15,0.1,2.578,0.051,963013,96.301
SeqPrep,gen_n1000000_l117_se_sp.fq.gz,1000000,117,1000000,987722,12278,1013,25827,0.060087757486418245,1.228,0.101,2.615,0.051,961895,96.189
SeqPrep,gen_n1000000_l118_se_sp.fq.gz,1000000,118,1000000,987730,12270,1008,25926,0.060424407479776863,1.227,0.101,2.625,0.051,961804,96.18
SeqPrep,gen_n1000000_l119_se_sp.fq.gz,1000000,119,1000000,987295,12705,1060,26302,0.06281202680050035,1.27,0.106,2.664,0.053,960993,96.099
SeqPrep,gen_n1000000_l11_se_sp.fq.gz,1000000,11,1000000,1000000,0,0,2504,0.002506,0.0,0.0,0.25,0.023,997496,99.75
SeqPrep,gen_n1000000_l120_se_sp.fq.gz,1000000,120,1000000,986867,13133,1006,26320,0.06076908033200016,1.313,0.101,2.667,0.051,960547,96.055
SeqPrep,gen_n1000000_l121_se_sp.fq.gz,1000000,121,1000000,986966,13034,714,26412,0.0515164656127972,1.303,0.071,2.676,0.043,960554,96.055
SeqPrep,gen_n1000000_l122_se_sp.fq.gz,1000000,122,1000000,986450,13550,546,26557,0.04606214202443104,1.355,0.055,2.692,0.038,959893,95.989
SeqPrep,gen_n1000000_l123_se_sp.fq.gz,1000000,123,1000000,985898,14102,498,26827,0.045006684261455036,1.41,0.05,2.721,0.037,959071,95.907
SeqPrep,gen_n1000000_l124_se_sp.fq.gz,1000000,124,1000000,985559,14441,458,26644,0.04395880916312468,1.444,0.046,2.703,0.035,958915,95.891
SeqPrep,gen_n1000000_l125_se_sp.fq.gz,1000000,125,1000000,983715,16285,504,27107,0.04628169744285693,1.629,0.05,2.756,0.037,956608,95.661
SeqPrep,gen_n1000000_l126_se_sp.fq.gz,1000000,126,1000000,983643,16357,249,29284,0.039226629986692324,1.636,0.025,2.977,0.031,954359,95.436
SeqPrep,gen_n1000000_l127_se_sp.fq.gz,1000000,127,1000000,983911,16089,205,31474,0.040193676054033345,1.609,0.021,3.199,0.032,952437,95.244
SeqPrep,gen_n1000000_l128_se_sp.fq.gz,1000000,128,1000000,984023,15977,152,33599,0.04046958251992078,1.598,0.015,3.414,0.032,950424,95.042
SeqPrep,gen_n1000000_l129_se_sp.fq.gz,1000000,129,1000000,984195,15805,104,36600,0.0419429076554951,1.581,0.01,3.719,0.033,947595,94.76
SeqPrep,gen_n1000000_l12_se_sp.fq.gz,1000000,12,1000000,1000000,0,0,2650,0.002652,0.0,0.0,0.265,0.022,997350,99.735
SeqPrep,gen_n1000000_l130_se_sp.fq.gz,1000000,130,1000000,984083,15917,71,39788,0.044254397240883134,1.592,0.007,4.043,0.034,944295,94.43
SeqPrep,gen_n1000000_l131_se_sp.fq.gz,1000000,131,1000000,984484,15516,44,42536,0.04586565144786507,1.552,0.004,4.321,0.035,941948,94.195
SeqPrep,gen_n1000000_l132_se_sp.fq.gz,1000000,132,1000000,984710,15290,20,44958,0.04745153395415909,1.529,0.002,4.566,0.036,939752,93.975
SeqPrep,gen_n1000000_l133_se_sp.fq.gz,1000000,133,1000000,984609,15391,14,47354,0.04974868196410961,1.539,0.001,4.809,0.037,937255,93.725
SeqPrep,gen_n1000000_l134_se_sp.fq.gz,1000000,134,1000000,984632,15368,14,49545,0.05204584047644196,1.537,0.001,5.032,0.039,935087,93.509
SeqPrep,gen_n1000000_l135_se_sp.fq.gz,1000000,135,1000000,984839,15161,10,51923,0.05452566358562161,1.516,0.001,5.272,0.04,932916,93.292
SeqPrep,gen_n1000000_l136_se_sp.fq.gz,1000000,136,1000000,985001,14999,9,54170,0.056783698696752594,1.5,0.001,5.499,0.042,930831,93.083
SeqPrep,gen_n1000000_l137_se_sp.fq.gz,1000000,137,1000000,985179,14821,18,56591,0.05982466130520443,1.482,0.002,5.744,0.044,928588,92.859
SeqPrep,gen_n1000000_l138_se_sp.fq.gz,1000000,138,1000000,985443,14557,14,59090,0.062288737146643694,1.456,0.001,5.996,0.045,926353,92.635
SeqPrep,gen_n1000000_l139_se_sp.fq.gz,1000000,139,1000000,985351,14649,16,60948,0.06426846879944303,1.465,0.002,6.185,0.046,924403,92.44
SeqPrep,gen_n1000000_l13_se_sp.fq.gz,1000000,13,1000000,1000000,0,0,2875,0.002883,0.0,0.0,0.287,0.022,997125,99.713
SeqPrep,gen_n1000000_l140_se_sp.fq.gz,1000000,140,1000000,985546,14454,26,63250,0.0668999721981521,1.445,0.003,6.418,0.048,922296,92.23
SeqPrep,gen_n1000000_l141_se_sp.fq.gz,1000000,141,1000000,985974,14026,34,65671,0.06976350289155697,1.403,0.003,6.661,0.049,920303,92.03
SeqPrep,gen_n1000000_l142_se_sp.fq.gz,1000000,142,1000000,986049,13951,57,67931,0.07287771703028957,1.395,0.006,6.889,0.051,918118,91.812
SeqPrep,gen_n1000000_l143_se_sp.fq.gz,1000000,143,1000000,985991,14009,64,70187,0.07535565740458078,1.401,0.006,7.118,0.053,915804,91.58
SeqPrep,gen_n1000000_l144_se_sp.fq.gz,1000000,144,1000000,986155,13845,87,72925,0.079080874710365,1.385,0.009,7.395,0.055,913230,91.323
SeqPrep,gen_n1000000_l145_se_sp.fq.gz,1000000,145,1000000,986173,13827,95,74536,0.08120279099103302,1.383,0.009,7.558,0.056,911637,91.164
SeqPrep,gen_n1000000_l146_se_sp.fq.gz,1000000,146,1000000,986448,13552,93,77258,0.08416358490260004,1.355,0.009,7.832,0.058,909190,90.919
SeqPrep,gen_n1000000_l147_se_sp.fq.gz,1000000,147,1000000,986731,13269,122,79494,0.08766218959371906,1.327,0.012,8.056,0.06,907237,90.724
SeqPrep,gen_n1000000_l148_se_sp.fq.gz,1000000,148,1000000,986700,13300,118,81620,0.08985709942231682,1.33,0.012,8.272,0.061,905080,90.508
SeqPrep,gen_n1000000_l149_se_sp.fq.gz,1000000,149,1000000,986628,13372,142,84189,0.09341920156330451,1.337,0.014,8.533,0.063,902439,90.244
SeqPrep,gen_n1000000_l14_se_sp.fq.gz,1000000,14,1000000,1000000,0,0,3030,0.003034,0.0,0.0,0.303,0.022,996970,99.697
SeqPrep,gen_n1000000_l150_se_sp.fq.gz,1000000,150,1000000,986640,13360,156,86310,0.09637051001378416,1.336,0.016,8.748,0.064,900330,90.033
SeqPrep,gen_n1000000_l151_se_sp.fq.gz,1000000,151,1000000,941144,58856,185,80482,0.09699047117125541,5.886,0.018,8.552,0.064,860662,86.066
SeqPrep,gen_n1000000_l152_se_sp.fq.gz,1000000,152,1000000,941563,58437,168,82509,0.09783200911675587,5.844,0.017,8.763,0.064,859054,85.905
SeqPrep,gen_n1000000_l153_se_sp.fq.gz,1000000,153,1000000,942418,57582,170,84798,0.10097642447406564,5.758,0.017,8.998,0.066,857620,85.762
SeqPrep,gen_n1000000_l154_se_sp.fq.gz,1000000,154,1000000,943165,56835,152,87428,0.10342304898930728,5.683,0.015,9.27,0.067,855737,85.574
SeqPrep,gen_n1000000_l155_se_sp.fq.gz,1000000,155,1000000,943625,56375,133,89400,0.10488700490131143,5.638,0.013,9.474,0.068,854225,85.422
SeqPrep,gen_n1000000_l156_se_sp.fq.gz,1000000,156,1000000,944228,55772,115,91506,0.10664479341853875,5.577,0.011,9.691,0.068,852722,85.272
SeqPrep,gen_n1000000_l157_se_sp.fq.gz,1000000,157,1000000,944862,55138,132,93977,0.11071563889753212,5.514,0.013,9.946,0.071,850885,85.088
SeqPrep,gen_n1000000_l158_se_sp.fq.gz,1000000,158,1000000,945646,54354,114,96731,0.11284138038970186,5.435,0.011,10.229,0.071,848915,84.891
SeqPrep,gen_n1000000_l159_se_sp.fq.gz,1000000,159,1000000,946196,53804,103,98224,0.11460310548765795,5.38,0.01,10.381,0.072,847972,84.797
SeqPrep,gen_n1000000_l15_se_sp.fq.gz,1000000,15,1000000,1000000,0,0,3270,0.003273,0.0,0.0,0.327,0.022,996730,99.673
SeqPrep,gen_n1000000_l160_se_sp.fq.gz,1000000,160,1000000,947001,52999,112,101051,0.11827442632056355,5.3,0.011,10.671,0.074,845950,84.595
SeqPrep,gen_n1000000_l161_se_sp.fq.gz,1000000,161,1000000,948124,51876,102,102947,0.11945167509735014,5.188,0.01,10.858,0.074,845177,84.518
SeqPrep,gen_n1000000_l162_se_sp.fq.gz,1000000,162,1000000,948339,51661,98,105278,0.12228222186370064,5.166,0.01,11.101,0.075,843061,84.306
SeqPrep,gen_n1000000_l163_se_sp.fq.gz,1000000,163,1000000,948566,51434,101,108065,0.12588264812358865,5.143,0.01,11.392,0.077,840501,84.05
SeqPrep,gen_n1000000_l164_se_sp.fq.gz,1000000,164,1000000,949604,50396,95,109836,0.12756791251932384,5.04,0.009,11.567,0.078,839768,83.977
SeqPrep,gen_n1000000_l165_se_sp.fq.gz,1000000,165,1000000,950415,49585,87,112674,0.13054928636437765,4.958,0.009,11.855,0.079,837741,83.774
SeqPrep,gen_n1000000_l166_se_sp.fq.gz,1000000,166,1000000,951167,48833,87,115166,0.13310280949612424,4.883,0.009,12.108,0.08,836001,83.6
SeqPrep,gen_n1000000_l167_se_sp.fq.gz,1000000,167,1000000,951681,48319,87,117245,0.13572720270762997,4.832,0.009,12.32,0.081,834436,83.444
SeqPrep,gen_n1000000_l168_se_sp.fq.gz,1000000,168,1000000,952315,47685,100,119114,0.13873770758625034,4.768,0.01,12.508,0.083,833201,83.32
SeqPrep,gen_n1000000_l169_se_sp.fq.gz,1000000,169,1000000,952986,47014,97,121759,0.1417387034017289,4.701,0.01,12.777,0.084,831227,83.123
SeqPrep,gen_n1000000_l16_se_sp.fq.gz,1000000,16,1000000,1000000,0,0,3416,0.003421,0.0,0.0,0.342,0.021,996584,99.658
SeqPrep,gen_n1000000_l170_se_sp.fq.gz,1000000,170,1000000,953137,46863,99,123692,0.1441156937565114,4.686,0.01,12.977,0.085,829445,82.945
SeqPrep,gen_n1000000_l171_se_sp.fq.gz,1000000,171,1000000,954483,45517,98,126392,0.1471634382173386,4.552,0.01,13.242,0.086,828091,82.809
SeqPrep,gen_n1000000_l172_se_sp.fq.gz,1000000,172,1000000,955101,44899,97,128680,0.14987210776661317,4.49,0.01,13.473,0.087,826421,82.642
SeqPrep,gen_n1000000_l173_se_sp.fq.gz,1000000,173,1000000,955497,44503,117,130572,0.15333695448546672,4.45,0.012,13.665,0.089,824925,82.493
SeqPrep,gen_n1000000_l174_se_sp.fq.gz,1000000,174,1000000,956158,43842,108,133886,0.15675756517228323,4.384,0.011,14.002,0.09,822272,82.227
SeqPrep,gen_n1000000_l175_se_sp.fq.gz,1000000,175,1000000,956595,43405,115,136150,0.15963495523183793,4.34,0.011,14.233,0.091,820445,82.044
SeqPrep,gen_n1000000_l176_se_sp.fq.gz,1000000,176,1000000,957983,42017,135,138219,0.16334632242952118,4.202,0.013,14.428,0.093,819764,81.976
SeqPrep,gen_n1000000_l177_se_sp.fq.gz,1000000,177,1000000,958014,41986,135,140949,0.166878563361287,4.199,0.013,14.713,0.094,817065,81.707
SeqPrep,gen_n1000000_l178_se_sp.fq.gz,1000000,178,1000000,958496,41504,139,142724,0.16958025907254698,4.15,0.014,14.89,0.095,815772,81.577
SeqPrep,gen_n1000000_l179_se_sp.fq.gz,1000000,179,1000000,959178,40822,134,145024,0.17208067741336852,4.082,0.013,15.12,0.096,814154,81.415
SeqPrep,gen_n1000000_l17_se_sp.fq.gz,1000000,17,1000000,1000000,0,0,3639,0.003649,0.0,0.0,0.364,0.021,996361,99.636
SeqPrep,gen_n1000000_l180_se_sp.fq.gz,1000000,180,1000000,959791,40209,145,147804,0.1760185290339251,4.021,0.015,15.4,0.098,811987,81.199
SeqPrep,gen_n1000000_l181_se_sp.fq.gz,1000000,181,1000000,960369,39631,159,149793,0.17939146307304796,3.963,0.016,15.597,0.099,810576,81.058
SeqPrep,gen_n1000000_l182_se_sp.fq.gz,1000000,182,1000000,960849,39151,146,152540,0.18184855268621813,3.915,0.015,15.876,0.1,808309,80.831
SeqPrep,gen_n1000000_l183_se_sp.fq.gz,1000000,183,1000000,961919,38081,135,155102,0.1840913839938706,3.808,0.013,16.124,0.101,806817,80.682
SeqPrep,gen_n1000000_l184_se_sp.fq.gz,1000000,184,1000000,962197,37803,147,157539,0.1880831056426075,3.78,0.015,16.373,0.102,804658,80.466
SeqPrep,gen_n1000000_l185_se_sp.fq.gz,1000000,185,1000000,962872,37128,139,160039,0.19043237315032527,3.713,0.014,16.621,0.103,802833,80.283
SeqPrep,gen_n1000000_l186_se_sp.fq.gz,1000000,186,1000000,963461,36539,150,162132,0.19406286294930464,3.654,0.015,16.828,0.104,801329,80.133
SeqPrep,gen_n1000000_l187_se_sp.fq.gz,1000000,187,1000000,964571,35429,153,165157,0.1975489621811147,3.543,0.015,17.122,0.106,799414,79.941
SeqPrep,gen_n1000000_l188_se_sp.fq.gz,1000000,188,1000000,964890,35110,132,166798,0.19833037962876598,3.511,0.013,17.287,0.105,798092,79.809
SeqPrep,gen_n1000000_l189_se_sp.fq.gz,1000000,189,1000000,965412,34588,105,170205,0.20064904931780422,3.459,0.011,17.63,0.106,795207,79.521
SeqPrep,gen_n1000000_l18_se_sp.fq.gz,1000000,18,1000000,1000000,0,0,3927,0.003937,0.0,0.0,0.393,0.022,996073,99.607
SeqPrep,gen_n1000000_l190_se_sp.fq.gz,1000000,190,1000000,965764,34236,102,172602,0.20362842267883252,3.424,0.01,17.872,0.107,793162,79.316
SeqPrep,gen_n1000000_l191_se_sp.fq.gz,1000000,191,1000000,966813,33187,90,175674,0.20622809167853556,3.319,0.009,18.17,0.108,791139,79.114
SeqPrep,gen_n1000000_l192_se_sp.fq.gz,1000000,192,1000000,967179,32821,103,178032,0.21055461295168734,3.282,0.01,18.407,0.11,789147,78.915
SeqPrep,gen_n1000000_l193_se_sp.fq.gz,1000000,193,1000000,967527,32473,91,180393,0.2122473067935055,3.247,0.009,18.645,0.11,787134,78.713
SeqPrep,gen_n1000000_l194_se_sp.fq.gz,1000000,194,1000000,968280,31720,79,182673,0.21444416904201263,3.172,0.008,18.866,0.111,785607,78.561
SeqPrep,gen_n1000000_l195_se_sp.fq.gz,1000000,195,1000000,969069,30931,92,185571,0.21876976768424128,3.093,0.009,19.149,0.112,783498,78.35
SeqPrep,gen_n1000000_l196_se_sp.fq.gz,1000000,196,1000000,969549,30451,76,188166,0.22099244081526564,3.045,0.008,19.408,0.113,781383,78.138
SeqPrep,gen_n1000000_l197_se_sp.fq.gz,1000000,197,1000000,970201,29799,83,190606,0.22483485380864376,2.98,0.008,19.646,0.114,779595,77.96
SeqPrep,gen_n1000000_l198_se_sp.fq.gz,1000000,198,1000000,970918,29082,85,193257,0.2280099864252182,2.908,0.009,19.905,0.115,777661,77.766
SeqPrep,gen_n1000000_l199_se_sp.fq.gz,1000000,199,1000000,971390,28610,65,196198,0.23023914184827926,2.861,0.006,20.198,0.116,775192,77.519
SeqPrep,gen_n1000000_l19_se_sp.fq.gz,1000000,19,1000000,1000000,0,0,4113,0.004118,0.0,0.0,0.411,0.022,995887,99.589
SeqPrep,gen_n1000000_l1_se_sp.fq.gz,1000000,1,1000000,1000000,0,0,446,0.000446,0.0,0.0,0.045,0.045,999554,99.955
SeqPrep,gen_n1000000_l200_se_sp.fq.gz,1000000,200,1000000,971768,28232,85,199063,0.23521560701731278,2.823,0.009,20.485,0.118,772705,77.27
SeqPrep,gen_n1000000_l201_se_sp.fq.gz,1000000,201,1000000,796113,203887,177,158293,0.23330230758698828,20.389,0.018,19.883,0.116,637820,63.782
SeqPrep,gen_n1000000_l202_se_sp.fq.gz,1000000,202,1000000,800363,199637,172,161700,0.23730857123580176,19.964,0.017,20.203,0.117,638663,63.866
SeqPrep,gen_n1000000_l203_se_sp.fq.gz,1000000,203,1000000,801515,198485,176,163435,0.23927187887937218,19.848,0.018,20.391,0.118,638080,63.808
SeqPrep,gen_n1000000_l204_se_sp.fq.gz,1000000,204,1000000,805544,194456,186,167975,0.2467239530056707,19.446,0.019,20.852,0.121,637569,63.757
SeqPrep,gen_n1000000_l205_se_sp.fq.gz,1000000,205,1000000,807216,192784,191,169734,0.2484452736318408,19.278,0.019,21.027,0.121,637482,63.748
SeqPrep,gen_n1000000_l206_se_sp.fq.gz,1000000,206,1000000,810919,189081,152,172897,0.25040848716086317,18.908,0.015,21.321,0.122,638022,63.802
SeqPrep,gen_n1000000_l207_se_sp.fq.gz,1000000,207,1000000,813322,186678,144,175859,0.25339041609596197,18.668,0.014,21.622,0.122,637463,63.746
SeqPrep,gen_n1000000_l208_se_sp.fq.gz,1000000,208,1000000,816864,183136,148,179012,0.25815925294785913,18.314,0.015,21.915,0.124,637852,63.785
SeqPrep,gen_n1000000_l209_se_sp.fq.gz,1000000,209,1000000,819746,180254,158,182150,0.2622958818951236,18.025,0.016,22.22,0.126,637596,63.76
SeqPrep,gen_n1000000_l20_se_sp.fq.gz,1000000,20,1000000,1000000,0,0,4229,0.004242,0.0,0.0,0.423,0.021,995771,99.577
SeqPrep,gen_n1000000_l210_se_sp.fq.gz,1000000,210,1000000,822228,177772,150,185514,0.2656331333887924,17.777,0.015,22.562,0.126,636714,63.671
SeqPrep,gen_n1000000_l211_se_sp.fq.gz,1000000,211,1000000,825123,174877,138,189051,0.27064207396957785,17.488,0.014,22.912,0.128,636072,63.607
SeqPrep,gen_n1000000_l212_se_sp.fq.gz,1000000,212,1000000,828852,171148,128,191646,0.27214267444610135,17.115,0.013,23.122,0.128,637206,63.721
SeqPrep,gen_n1000000_l213_se_sp.fq.gz,1000000,213,1000000,831858,168142,137,195644,0.278361210687401,16.814,0.014,23.519,0.131,636214,63.621
SeqPrep,gen_n1000000_l214_se_sp.fq.gz,1000000,214,1000000,835009,164991,137,197863,0.2808604458155541,16.499,0.014,23.696,0.131,637146,63.715
SeqPrep,gen_n1000000_l215_se_sp.fq.gz,1000000,215,1000000,838359,161641,111,202359,0.2840239086119431,16.164,0.011,24.138,0.132,636000,63.6
SeqPrep,gen_n1000000_l216_se_sp.fq.gz,1000000,216,1000000,841220,158780,134,205016,0.29054706259955776,15.878,0.013,24.371,0.135,636204,63.62
SeqPrep,gen_n1000000_l217_se_sp.fq.gz,1000000,217,1000000,844656,155344,138,209328,0.2956919740107215,15.534,0.014,24.783,0.136,635328,63.533
SeqPrep,gen_n1000000_l218_se_sp.fq.gz,1000000,218,1000000,848528,151472,105,212857,0.29684229630607356,15.147,0.011,25.085,0.136,635671,63.567
SeqPrep,gen_n1000000_l219_se_sp.fq.gz,1000000,219,1000000,852127,147873,130,216815,0.30370355592534914,14.787,0.013,25.444,0.139,635312,63.531
SeqPrep,gen_n1000000_l21_se_sp.fq.gz,1000000,21,1000000,1000000,0,0,4527,0.004538,0.0,0.0,0.453,0.022,995473,99.547
SeqPrep,gen_n1000000_l220_se_sp.fq.gz,1000000,220,1000000,855549,144451,123,219789,0.3069876769185634,14.445,0.012,25.69,0.14,635760,63.576
SeqPrep,gen_n1000000_l221_se_sp.fq.gz,1000000,221,1000000,858532,141468,122,223605,0.31109382061472374,14.147,0.012,26.045,0.141,634927,63.493
SeqPrep,gen_n1000000_l222_se_sp.fq.gz,1000000,222,1000000,862691,137309,155,227727,0.31945389484763376,13.731,0.015,26.397,0.144,634964,63.496
SeqPrep,gen_n1000000_l223_se_sp.fq.gz,1000000,223,1000000,865998,134002,143,230981,0.3208702560513997,13.4,0.014,26.672,0.144,635017,63.502
SeqPrep,gen_n1000000_l224_se_sp.fq.gz,1000000,224,1000000,869876,130124,133,234869,0.32479226924297255,13.012,0.013,27.0,0.145,635007,63.501
SeqPrep,gen_n1000000_l225_se_sp.fq.gz,1000000,225,1000000,873217,126783,125,238677,0.3273733791256927,12.678,0.013,27.333,0.145,634540,63.454
SeqPrep,gen_n1000000_l226_se_sp.fq.gz,1000000,226,1000000,877586,122414,149,242474,0.33327104124268164,12.241,0.015,27.63,0.147,635112,63.511
SeqPrep,gen_n1000000_l227_se_sp.fq.gz,1000000,227,1000000,881163,118837,125,245951,0.3353953808773178,11.884,0.013,27.912,0.148,635212,63.521
SeqPrep,gen_n1000000_l228_se_sp.fq.gz,1000000,228,1000000,884614,115386,138,250320,0.3427461016895505,11.539,0.014,28.297,0.15,634294,63.429
SeqPrep,gen_n1000000_l229_se_sp.fq.gz,1000000,229,1000000,889069,110931,144,254348,0.34535452253987037,11.093,0.014,28.608,0.151,634721,63.472
SeqPrep,gen_n1000000_l22_se_sp.fq.gz,1000000,22,1000000,1000000,0,0,4551,0.004562,0.0,0.0,0.455,0.021,995449,99.545
SeqPrep,gen_n1000000_l230_se_sp.fq.gz,1000000,230,1000000,893374,106626,128,259496,0.3511138672045526,10.663,0.013,29.047,0.153,633878,63.388
SeqPrep,gen_n1000000_l231_se_sp.fq.gz,1000000,231,1000000,897992,102008,91,263306,0.35448422703097576,10.201,0.009,29.322,0.153,634686,63.469
SeqPrep,gen_n1000000_l232_se_sp.fq.gz,1000000,232,1000000,902749,97251,92,268515,0.3607015903645421,9.725,0.009,29.744,0.155,634234,63.423
SeqPrep,gen_n1000000_l233_se_sp.fq.gz,1000000,233,1000000,905626,94374,89,271974,0.36558468948550504,9.437,0.009,30.032,0.157,633652,63.365
SeqPrep,gen_n1000000_l234_se_sp.fq.gz,1000000,234,1000000,910739,89261,93,276100,0.3710722830580441,8.926,0.009,30.316,0.159,634639,63.464
SeqPrep,gen_n1000000_l235_se_sp.fq.gz,1000000,235,1000000,914465,85535,86,280801,0.37498209335513116,8.553,0.009,30.707,0.16,633664,63.366
SeqPrep,gen_n1000000_l236_se_sp.fq.gz,1000000,236,1000000,1691,998309,1691,1691,20.270254287403905,99.831,0.169,100.0,8.589,0,0.0
SeqPrep,gen_n1000000_l237_se_sp.fq.gz,1000000,237,1000000,1775,998225,1775,1775,21.983098591549297,99.823,0.178,100.0,9.276,0,0.0
SeqPrep,gen_n1000000_l238_se_sp.fq.gz,1000000,238,1000000,1976,998024,1976,1976,22.152834008097166,99.802,0.198,100.0,9.308,0,0.0
SeqPrep,gen_n1000000_l239_se_sp.fq.gz,1000000,239,1000000,1975,998025,1975,1975,20.374683544303796,99.803,0.198,100.0,8.525,0,0.0
SeqPrep,gen_n1000000_l23_se_sp.fq.gz,1000000,23,1000000,1000000,0,0,4843,0.004855,0.0,0.0,0.484,0.021,995157,99.516
SeqPrep,gen_n1000000_l240_se_sp.fq.gz,1000000,240,1000000,1906,998094,1906,1906,22.26495278069255,99.809,0.191,100.0,9.277,0,0.0
SeqPrep,gen_n1000000_l241_se_sp.fq.gz,1000000,241,1000000,1519,998481,1519,1519,29.00658327847268,99.848,0.152,100.0,12.036,0,0.0
SeqPrep,gen_n1000000_l242_se_sp.fq.gz,1000000,242,1000000,1399,998601,1399,1399,33.33523945675483,99.86,0.14,100.0,13.775,0,0.0
SeqPrep,gen_n1000000_l243_se_sp.fq.gz,1000000,243,1000000,1454,998546,1454,1454,30.94566712517194,99.855,0.145,100.0,12.735,0,0.0
SeqPrep,gen_n1000000_l244_se_sp.fq.gz,1000000,244,1000000,1482,998518,1482,1482,33.352901484480434,99.852,0.148,100.0,13.669,0,0.0
SeqPrep,gen_n1000000_l245_se_sp.fq.gz,1000000,245,1000000,1515,998485,1515,1515,30.43102310231023,99.849,0.151,100.0,12.421,0,0.0
SeqPrep,gen_n1000000_l246_se_sp.fq.gz,1000000,246,1000000,1245,998755,1245,1245,39.4570281124498,99.875,0.124,100.0,16.039,0,0.0
SeqPrep,gen_n1000000_l247_se_sp.fq.gz,1000000,247,1000000,1357,998643,1357,1357,38.524686809137805,99.864,0.136,100.0,15.597,0,0.0
SeqPrep,gen_n1000000_l248_se_sp.fq.gz,1000000,248,1000000,1176,998824,1176,1176,39.506802721088434,99.882,0.118,100.0,15.93,0,0.0
SeqPrep,gen_n1000000_l249_se_sp.fq.gz,1000000,249,1000000,1380,998620,1380,1380,37.176811594202896,99.862,0.138,100.0,14.93,0,0.0
SeqPrep,gen_n1000000_l24_se_sp.fq.gz,1000000,24,1000000,1000000,0,0,5022,0.005031,0.0,0.0,0.502,0.021,994978,99.498
SeqPrep,gen_n1000000_l250_se_sp.fq.gz,1000000,250,1000000,1362,998638,1362,1362,37.65932452276065,99.864,0.136,100.0,15.064,0,0.0
SeqPrep,gen_n1000000_l25_se_sp.fq.gz,1000000,25,1000000,1000000,0,0,5406,0.005421,0.0,0.0,0.541,0.022,994594,99.459
SeqPrep,gen_n1000000_l26_se_sp.fq.gz,1000000,26,1000000,1000000,0,0,5578,0.005591,0.0,0.0,0.558,0.022,994422,99.442
