program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length_reads,divergent_reads,average_divergence,dropped_reads_percentage,incorrect_length_percentage,divergent_reads_percentage,average_divergence_percentage,perfectly_reconstructed,perfectly_reconstructed_percentage
bbmerge,gen_n100_l50_merged.fq,100,50,100,95,5,0,1,0.010526315789473684,5.0,0.0,1.053,0.021,94,94.0
