program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length_reads,divergent_reads,average_divergence,dropped_reads_percentage,incorrect_length_percentage,divergent_reads_percentage,average_divergence_percentage,perfectly_reconstructed,perfectly_reconstructed_percentage
ClipAndMerge,gen_n100_l120_merged.fq,100,120,100,99,1,0,7,0.08080808080808081,1.0,0.0,7.071,0.067,92,92.0
