program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,avg_divergence_per_nt,edit_distances
ClipAndMerge,gen_n1000000_l191_merged.fq,1000000,191,999921,786542,213379,0.301,0:636971 1:131843 2:13748 3:917 4:89 5:35 6:24 7:8 8:11 9:5 10:13 11:1 12:8 13:3 15:29 16:8 17:6 18:3 19:2 20:33 21:11 22:10 23:5 24:16 25:38 26:13 27:6 28:22 29:10 30:48 31:10 32:16 33:9 34:23 35:41 36:27 37:20 38:26 39:18 40:42 41:11 42:41 43:15 44:16 45:31 46:22 47:15 48:18 49:33 50:49 51:15 52:14 53:12 54:34 55:46 56:30 57:14 58:22 59:12 60:54 61:17 62:17 63:19 64:95 65:63 66:42 67:6 68:5 69:4 70:24 71:5 72:11 73:1 74:2 75:58 76:5 77:2 78:6 79:6 80:33 81:3 82:2 83:2 84:11 85:34 86:11 87:2 88:6 89:3 90:25 91:3 92:2 93:1 94:5 95:9 96:9 97:8 98:19 99:2 100:12 101:7 102:6 103:5 104:12 105:15 106:3 107:3 108:3 109:3 110:16 111:4 112:1 114:3 115:15 116:1 117:1 120:16 121:6 122:4 123:1 124:9 125:18 126:5 127:3 128:23 130:21 131:1 132:5 133:1 134:2 135:14 136:4 137:3 138:3 139:5 140:20 141:1 142:3 143:2 144:11 145:16 146:3 147:8 148:3 149:3 150:31 152:5 153:7 154:3 155:22 156:4 157:1 158:2 159:8 160:45 162:2 163:2 164:10 165:81 166:3 167:11 168:22 169:32 170:165 171:100 172:19 173:10 174:11 175:94 176:5 177:1 178:5 179:51 180:206 181:10
