program,type,qs1,qs2,new_nt,new_qs
bbmerge,match,36,5,s1,37
bbmerge,match,36,6,s1,37
bbmerge,match,36,7,s1,37
bbmerge,match,36,8,s1,38
bbmerge,match,36,9,s1,38
bbmerge,match,36,10,s1,38
bbmerge,match,36,11,s1,38
bbmerge,match,36,12,s1,39
bbmerge,match,36,13,s1,39
bbmerge,match,36,14,s1,39
bbmerge,match,36,15,s1,39
bbmerge,match,36,16,s1,40
bbmerge,match,36,17,s1,40
bbmerge,match,36,18,s1,40
bbmerge,match,36,19,s1,40
bbmerge,match,36,20,s1,41
bbmerge,match,36,21,s1,41
bbmerge,match,36,22,s1,41
bbmerge,match,36,23,s1,41
bbmerge,match,36,24,s1,41
bbmerge,match,36,25,s1,41
bbmerge,match,36,26,s1,41
bbmerge,match,36,27,s1,41
bbmerge,match,36,28,s1,41
bbmerge,match,36,29,s1,41
bbmerge,match,36,30,s1,41
bbmerge,match,36,31,s1,41
bbmerge,match,36,32,s1,41
bbmerge,match,36,33,s1,41
bbmerge,match,36,34,s1,41
bbmerge,match,36,35,s1,41
bbmerge,match,36,36,s1,41
bbmerge,match,36,37,s1,41
bbmerge,match,36,38,s1,41
bbmerge,match,36,39,s1,41
bbmerge,match,36,40,s1,41
bbmerge,match,36,41,s1,41
bbmerge,match,37,0,s1,37
bbmerge,match,37,1,s1,37
bbmerge,match,37,2,s1,37
bbmerge,match,37,3,s1,37
bbmerge,match,37,4,s1,38
bbmerge,match,37,5,s1,38
bbmerge,match,37,6,s1,38
bbmerge,match,37,7,s1,38
bbmerge,match,37,8,s1,39
bbmerge,match,37,9,s1,39
bbmerge,match,37,10,s1,39
bbmerge,match,37,11,s1,39
bbmerge,match,37,12,s1,40
bbmerge,match,37,13,s1,40
bbmerge,match,37,14,s1,40
bbmerge,match,37,15,s1,40
bbmerge,match,37,16,s1,41
bbmerge,match,37,17,s1,41
bbmerge,match,37,18,s1,41
bbmerge,match,37,19,s1,41
bbmerge,match,37,20,s1,41
bbmerge,match,37,21,s1,41
bbmerge,match,37,22,s1,41
bbmerge,match,37,23,s1,41
bbmerge,match,37,24,s1,41
bbmerge,match,37,25,s1,41
bbmerge,match,37,26,s1,41
bbmerge,match,37,27,s1,41
bbmerge,match,37,28,s1,41
bbmerge,match,37,29,s1,41
bbmerge,match,37,30,s1,41
bbmerge,match,37,31,s1,41
bbmerge,match,37,32,s1,41
bbmerge,match,37,33,s1,41
bbmerge,match,37,34,s1,41
bbmerge,match,37,35,s1,41
bbmerge,match,37,36,s1,41
bbmerge,match,37,37,s1,41
bbmerge,match,37,38,s1,41
bbmerge,match,37,39,s1,41
bbmerge,match,37,40,s1,41
bbmerge,match,37,41,s1,41
bbmerge,match,38,0,s1,38
bbmerge,match,38,1,s1,38
bbmerge,match,38,2,s1,38
bbmerge,match,38,3,s1,38
bbmerge,match,38,4,s1,39
bbmerge,match,38,5,s1,39
bbmerge,match,38,6,s1,39
bbmerge,match,38,7,s1,39
bbmerge,match,38,8,s1,40
bbmerge,match,38,9,s1,40
bbmerge,match,38,10,s1,40
bbmerge,match,38,11,s1,40
bbmerge,match,38,12,s1,41
bbmerge,match,38,13,s1,41
bbmerge,match,38,14,s1,41
bbmerge,match,38,15,s1,41
bbmerge,match,38,16,s1,41
bbmerge,match,38,17,s1,41
bbmerge,match,38,18,s1,41
bbmerge,match,38,19,s1,41
bbmerge,match,38,20,s1,41
bbmerge,match,38,21,s1,41
bbmerge,match,38,22,s1,41
bbmerge,match,38,23,s1,41
bbmerge,match,38,24,s1,41
bbmerge,match,38,25,s1,41
bbmerge,match,38,26,s1,41
bbmerge,match,38,27,s1,41
bbmerge,match,38,28,s1,41
bbmerge,match,38,29,s1,41
bbmerge,match,38,30,s1,41
bbmerge,match,38,31,s1,41
bbmerge,match,38,32,s1,41
bbmerge,match,38,33,s1,41
bbmerge,match,38,34,s1,41
bbmerge,match,38,35,s1,41
bbmerge,match,38,36,s1,41
bbmerge,match,38,37,s1,41
bbmerge,match,38,38,s1,41
bbmerge,match,38,39,s1,41
bbmerge,match,38,40,s1,41
bbmerge,match,38,41,s1,41
bbmerge,match,39,0,s1,39
bbmerge,match,39,1,s1,39
bbmerge,match,39,2,s1,39
bbmerge,match,39,3,s1,39
bbmerge,match,39,4,s1,40
bbmerge,match,39,5,s1,40
bbmerge,match,39,6,s1,40
bbmerge,match,39,7,s1,40
bbmerge,match,39,8,s1,41
bbmerge,match,39,9,s1,41
bbmerge,match,39,10,s1,41
bbmerge,match,39,11,s1,41
bbmerge,match,39,12,s1,41
bbmerge,match,39,13,s1,41
bbmerge,match,39,14,s1,41
bbmerge,match,39,15,s1,41
bbmerge,match,39,16,s1,41
bbmerge,match,39,17,s1,41
bbmerge,match,39,18,s1,41
bbmerge,match,39,19,s1,41
bbmerge,match,39,20,s1,41
bbmerge,match,39,21,s1,41
bbmerge,match,39,22,s1,41
bbmerge,match,39,23,s1,41
bbmerge,match,39,24,s1,41
bbmerge,match,39,25,s1,41
bbmerge,match,39,26,s1,41
bbmerge,match,39,27,s1,41
bbmerge,match,39,28,s1,41
bbmerge,match,39,29,s1,41
bbmerge,match,39,30,s1,41
bbmerge,match,39,31,s1,41
bbmerge,match,39,32,s1,41
bbmerge,match,39,33,s1,41
bbmerge,match,39,34,s1,41
bbmerge,match,39,35,s1,41
bbmerge,match,39,36,s1,41
bbmerge,match,39,37,s1,41
bbmerge,match,39,38,s1,41
bbmerge,match,39,39,s1,41
bbmerge,match,39,40,s1,41
bbmerge,match,39,41,s1,41
bbmerge,match,40,0,s1,40
bbmerge,match,40,1,s1,40
bbmerge,match,40,2,s1,40
bbmerge,match,40,3,s1,40
bbmerge,match,40,4,s1,41
bbmerge,match,40,5,s1,41
bbmerge,match,40,6,s1,41
bbmerge,match,40,7,s1,41
bbmerge,match,40,8,s1,41
bbmerge,match,40,9,s1,41
bbmerge,match,40,10,s1,41
bbmerge,match,40,11,s1,41
bbmerge,match,40,12,s1,41
bbmerge,match,40,13,s1,41
bbmerge,match,40,14,s1,41
bbmerge,match,40,15,s1,41
bbmerge,match,40,16,s1,41
bbmerge,match,40,17,s1,41
bbmerge,match,40,18,s1,41
bbmerge,match,40,19,s1,41
bbmerge,match,40,20,s1,41
bbmerge,match,40,21,s1,41
bbmerge,match,40,22,s1,41
bbmerge,match,40,23,s1,41
bbmerge,match,40,24,s1,41
bbmerge,match,40,25,s1,41
bbmerge,match,40,26,s1,41
bbmerge,match,40,27,s1,41
bbmerge,match,40,28,s1,41
bbmerge,match,40,29,s1,41
bbmerge,match,40,30,s1,41
bbmerge,match,40,31,s1,41
bbmerge,match,40,32,s1,41
bbmerge,match,40,33,s1,41
bbmerge,match,40,34,s1,41
bbmerge,match,40,35,s1,41
bbmerge,match,40,36,s1,41
bbmerge,match,40,37,s1,41
bbmerge,match,40,38,s1,41
bbmerge,match,40,39,s1,41
bbmerge,match,40,40,s1,41
bbmerge,match,40,41,s1,41
bbmerge,match,41,0,s1,41
bbmerge,match,41,1,s1,41
bbmerge,match,41,2,s1,41
bbmerge,match,41,3,s1,41
bbmerge,match,41,4,s1,41
bbmerge,match,41,5,s1,41
bbmerge,match,41,6,s1,41
bbmerge,match,41,7,s1,41
bbmerge,match,41,8,s1,41
bbmerge,match,41,9,s1,41
bbmerge,match,41,10,s1,41
bbmerge,match,41,11,s1,41
bbmerge,match,41,12,s1,41
bbmerge,match,41,13,s1,41
bbmerge,match,41,14,s1,41
bbmerge,match,41,15,s1,41
bbmerge,match,41,16,s1,41
bbmerge,match,41,17,s1,41
bbmerge,match,41,18,s1,41
bbmerge,match,41,19,s1,41
bbmerge,match,41,20,s1,41
bbmerge,match,41,21,s1,41
bbmerge,match,41,22,s1,41
bbmerge,match,41,23,s1,41
bbmerge,match,41,24,s1,41
bbmerge,match,41,25,s1,41
bbmerge,match,41,26,s1,41
bbmerge,match,41,27,s1,41
bbmerge,match,41,28,s1,41
bbmerge,match,41,29,s1,41
bbmerge,match,41,30,s1,41
bbmerge,match,41,31,s1,41
bbmerge,match,41,32,s1,41
bbmerge,match,41,33,s1,41
bbmerge,match,41,34,s1,41
bbmerge,match,41,35,s1,41
bbmerge,match,41,36,s1,41
bbmerge,match,41,37,s1,41
bbmerge,match,41,38,s1,41
bbmerge,match,41,39,s1,41
bbmerge,match,41,40,s1,41
bbmerge,match,41,41,s1,41
bbmerge,mismatch,0,0,N,0
bbmerge,mismatch,0,1,N,0
bbmerge,mismatch,0,2,N,0
bbmerge,mismatch,0,3,s2,1
bbmerge,mismatch,0,4,s2,2
bbmerge,mismatch,0,5,s2,3
bbmerge,mismatch,0,6,s2,4
bbmerge,mismatch,0,7,s2,5
bbmerge,mismatch,0,8,s2,6
bbmerge,mismatch,0,9,s2,7
bbmerge,mismatch,0,10,s2,8
bbmerge,mismatch,0,11,s2,9
bbmerge,mismatch,0,12,s2,10
bbmerge,mismatch,0,13,s2,11
bbmerge,mismatch,0,14,s2,12
bbmerge,mismatch,0,15,s2,13
bbmerge,mismatch,0,16,s2,14
bbmerge,mismatch,0,17,s2,15
bbmerge,mismatch,0,18,s2,16
bbmerge,mismatch,0,19,s2,17
bbmerge,mismatch,0,20,s2,18
bbmerge,mismatch,0,21,s2,19
bbmerge,mismatch,0,22,s2,20
bbmerge,mismatch,0,23,s2,21
bbmerge,mismatch,0,24,s2,22
bbmerge,mismatch,0,25,s2,23
bbmerge,mismatch,0,26,s2,24
bbmerge,mismatch,0,27,s2,25
bbmerge,mismatch,0,28,s2,26
bbmerge,mismatch,0,29,s2,27
bbmerge,mismatch,0,30,s2,28
bbmerge,mismatch,0,31,s2,29
bbmerge,mismatch,0,32,s2,30
bbmerge,mismatch,0,33,s2,31
bbmerge,mismatch,0,34,s2,32
bbmerge,mismatch,0,35,s2,33
bbmerge,mismatch,0,36,s2,34
bbmerge,mismatch,0,37,s2,35
bbmerge,mismatch,0,38,s2,36
bbmerge,mismatch,0,39,s2,37
bbmerge,mismatch,0,40,s2,38
bbmerge,mismatch,0,41,s2,39
bbmerge,mismatch,1,0,N,0
bbmerge,mismatch,1,1,N,0
bbmerge,mismatch,1,2,N,0
bbmerge,mismatch,1,3,s2,1
bbmerge,mismatch,1,4,s2,2
bbmerge,mismatch,1,5,s2,3
bbmerge,mismatch,1,6,s2,4
bbmerge,mismatch,1,7,s2,5
bbmerge,mismatch,1,8,s2,6
bbmerge,mismatch,1,9,s2,7
bbmerge,mismatch,1,10,s2,8
bbmerge,mismatch,1,11,s2,9
bbmerge,mismatch,1,12,s2,10
bbmerge,mismatch,1,13,s2,11
bbmerge,mismatch,1,14,s2,12
bbmerge,mismatch,1,15,s2,13
bbmerge,mismatch,1,16,s2,14
bbmerge,mismatch,1,17,s2,15
bbmerge,mismatch,1,18,s2,16
bbmerge,mismatch,1,19,s2,17
bbmerge,mismatch,1,20,s2,18
bbmerge,mismatch,1,21,s2,19
bbmerge,mismatch,1,22,s2,20
bbmerge,mismatch,1,23,s2,21
bbmerge,mismatch,1,24,s2,22
bbmerge,mismatch,1,25,s2,23
bbmerge,mismatch,1,26,s2,24
bbmerge,mismatch,1,27,s2,25
bbmerge,mismatch,1,28,s2,26
bbmerge,mismatch,1,29,s2,27
bbmerge,mismatch,1,30,s2,28
bbmerge,mismatch,1,31,s2,29
bbmerge,mismatch,1,32,s2,30
bbmerge,mismatch,1,33,s2,31
bbmerge,mismatch,1,34,s2,32
bbmerge,mismatch,1,35,s2,33
bbmerge,mismatch,1,36,s2,34
bbmerge,mismatch,1,37,s2,35
bbmerge,mismatch,1,38,s2,36
bbmerge,mismatch,1,39,s2,37
bbmerge,mismatch,1,40,s2,38
bbmerge,mismatch,1,41,s2,39
bbmerge,mismatch,2,0,N,0
bbmerge,mismatch,2,1,N,0
bbmerge,mismatch,2,2,N,0
bbmerge,mismatch,2,3,s2,1
bbmerge,mismatch,2,4,s2,2
bbmerge,mismatch,2,5,s2,3
bbmerge,mismatch,2,6,s2,4
bbmerge,mismatch,2,7,s2,5
bbmerge,mismatch,2,8,s2,6
bbmerge,mismatch,2,9,s2,7
bbmerge,mismatch,2,10,s2,8
bbmerge,mismatch,2,11,s2,9
bbmerge,mismatch,2,12,s2,10
bbmerge,mismatch,2,13,s2,11
bbmerge,mismatch,2,14,s2,12
bbmerge,mismatch,2,15,s2,13
bbmerge,mismatch,2,16,s2,14
bbmerge,mismatch,2,17,s2,15
bbmerge,mismatch,2,18,s2,16
bbmerge,mismatch,2,19,s2,17
bbmerge,mismatch,2,20,s2,18
bbmerge,mismatch,2,21,s2,19
bbmerge,mismatch,2,22,s2,20
bbmerge,mismatch,2,23,s2,21
bbmerge,mismatch,2,24,s2,22
bbmerge,mismatch,2,25,s2,23
bbmerge,mismatch,2,26,s2,24
bbmerge,mismatch,2,27,s2,25
bbmerge,mismatch,2,28,s2,26
bbmerge,mismatch,2,29,s2,27
bbmerge,mismatch,2,30,s2,28
bbmerge,mismatch,2,31,s2,29
bbmerge,mismatch,2,32,s2,30
bbmerge,mismatch,2,33,s2,31
bbmerge,mismatch,2,34,s2,32
bbmerge,mismatch,2,35,s2,33
bbmerge,mismatch,2,36,s2,34
bbmerge,mismatch,2,37,s2,35
bbmerge,mismatch,2,38,s2,36
bbmerge,mismatch,2,39,s2,37
bbmerge,mismatch,2,40,s2,38
bbmerge,mismatch,2,41,s2,39
bbmerge,mismatch,3,0,s1,1
bbmerge,mismatch,3,1,s1,1
bbmerge,mismatch,3,2,s1,1
bbmerge,mismatch,3,3,N,0
bbmerge,mismatch,3,4,s2,1
bbmerge,mismatch,3,5,s2,2
bbmerge,mismatch,3,6,s2,3
bbmerge,mismatch,3,7,s2,4
bbmerge,mismatch,3,8,s2,5
bbmerge,mismatch,3,9,s2,6
bbmerge,mismatch,3,10,s2,7
bbmerge,mismatch,3,11,s2,8
bbmerge,mismatch,3,12,s2,9
bbmerge,mismatch,3,13,s2,10
bbmerge,mismatch,3,14,s2,11
bbmerge,mismatch,3,15,s2,12
bbmerge,mismatch,3,16,s2,13
bbmerge,mismatch,3,17,s2,14
bbmerge,mismatch,3,18,s2,15
bbmerge,mismatch,3,19,s2,16
bbmerge,mismatch,3,20,s2,17
bbmerge,mismatch,3,21,s2,18
bbmerge,mismatch,3,22,s2,19
bbmerge,mismatch,3,23,s2,20
bbmerge,mismatch,3,24,s2,21
bbmerge,mismatch,3,25,s2,22
bbmerge,mismatch,3,26,s2,23
bbmerge,mismatch,3,27,s2,24
bbmerge,mismatch,3,28,s2,25
bbmerge,mismatch,3,29,s2,26
bbmerge,mismatch,3,30,s2,27
bbmerge,mismatch,3,31,s2,28
bbmerge,mismatch,3,32,s2,29
bbmerge,mismatch,3,33,s2,30
bbmerge,mismatch,3,34,s2,31
bbmerge,mismatch,3,35,s2,32
bbmerge,mismatch,3,36,s2,33
bbmerge,mismatch,3,37,s2,34
bbmerge,mismatch,3,38,s2,35
bbmerge,mismatch,3,39,s2,36
bbmerge,mismatch,3,40,s2,37
bbmerge,mismatch,3,41,s2,38
bbmerge,mismatch,4,0,s1,2
bbmerge,mismatch,4,1,s1,2
bbmerge,mismatch,4,2,s1,2
bbmerge,mismatch,4,3,s1,1
bbmerge,mismatch,4,4,N,0
bbmerge,mismatch,4,5,s2,1
bbmerge,mismatch,4,6,s2,2
bbmerge,mismatch,4,7,s2,3
bbmerge,mismatch,4,8,s2,4
bbmerge,mismatch,4,9,s2,5
bbmerge,mismatch,4,10,s2,6
bbmerge,mismatch,4,11,s2,7
bbmerge,mismatch,4,12,s2,8
bbmerge,mismatch,4,13,s2,9
bbmerge,mismatch,4,14,s2,10
bbmerge,mismatch,4,15,s2,11
bbmerge,mismatch,4,16,s2,12
bbmerge,mismatch,4,17,s2,13
bbmerge,mismatch,4,18,s2,14
bbmerge,mismatch,4,19,s2,15
bbmerge,mismatch,4,20,s2,16
bbmerge,mismatch,4,21,s2,17
bbmerge,mismatch,4,22,s2,18
bbmerge,mismatch,4,23,s2,19
bbmerge,mismatch,4,24,s2,20
bbmerge,mismatch,4,25,s2,21
bbmerge,mismatch,4,26,s2,22
bbmerge,mismatch,4,27,s2,23
bbmerge,mismatch,4,28,s2,24
bbmerge,mismatch,4,29,s2,25
bbmerge,mismatch,4,30,s2,26
bbmerge,mismatch,4,31,s2,27
bbmerge,mismatch,4,32,s2,28
bbmerge,mismatch,4,33,s2,29
bbmerge,mismatch,4,34,s2,30
bbmerge,mismatch,4,35,s2,31
bbmerge,mismatch,4,36,s2,32
bbmerge,mismatch,4,37,s2,33
bbmerge,mismatch,4,38,s2,34
bbmerge,mismatch,4,39,s2,35
bbmerge,mismatch,4,40,s2,36
bbmerge,mismatch,4,41,s2,37
bbmerge,mismatch,5,0,s1,3
bbmerge,mismatch,5,1,s1,3
bbmerge,mismatch,5,2,s1,3
bbmerge,mismatch,5,3,s1,2
bbmerge,mismatch,5,4,s1,1
bbmerge,mismatch,5,5,N,0
bbmerge,mismatch,5,6,s2,1
bbmerge,mismatch,5,7,s2,2
bbmerge,mismatch,5,8,s2,3
bbmerge,mismatch,5,9,s2,4
bbmerge,mismatch,5,10,s2,5
bbmerge,mismatch,5,11,s2,6
bbmerge,mismatch,5,12,s2,7
bbmerge,mismatch,5,13,s2,8
bbmerge,mismatch,5,14,s2,9
bbmerge,mismatch,5,15,s2,10
bbmerge,mismatch,5,16,s2,11
bbmerge,mismatch,5,17,s2,12
bbmerge,mismatch,5,18,s2,13
bbmerge,mismatch,5,19,s2,14
bbmerge,mismatch,5,20,s2,15
bbmerge,mismatch,5,21,s2,16
bbmerge,mismatch,5,22,s2,17
bbmerge,mismatch,5,23,s2,18
bbmerge,mismatch,5,24,s2,19
bbmerge,mismatch,5,25,s2,20
bbmerge,mismatch,5,26,s2,21
bbmerge,mismatch,5,27,s2,22
bbmerge,mismatch,5,28,s2,23
bbmerge,mismatch,5,29,s2,24
bbmerge,mismatch,5,30,s2,25
bbmerge,mismatch,5,31,s2,26
bbmerge,mismatch,5,32,s2,27
bbmerge,mismatch,5,33,s2,28
bbmerge,mismatch,5,34,s2,29
bbmerge,mismatch,5,35,s2,30
bbmerge,mismatch,5,36,s2,31
bbmerge,mismatch,5,37,s2,32
bbmerge,mismatch,5,38,s2,33
bbmerge,mismatch,5,39,s2,34
bbmerge,mismatch,5,40,s2,35
bbmerge,mismatch,5,41,s2,36
bbmerge,mismatch,6,0,s1,4
bbmerge,mismatch,6,1,s1,4
bbmerge,mismatch,6,2,s1,4
bbmerge,mismatch,6,3,s1,3
bbmerge,mismatch,6,4,s1,2
bbmerge,mismatch,6,5,s1,1
bbmerge,mismatch,6,6,N,0
bbmerge,mismatch,6,7,s2,1
bbmerge,mismatch,6,8,s2,2
bbmerge,mismatch,6,9,s2,3
bbmerge,mismatch,6,10,s2,4
bbmerge,mismatch,6,11,s2,5
bbmerge,mismatch,6,12,s2,6
bbmerge,mismatch,6,13,s2,7
bbmerge,mismatch,6,14,s2,8
bbmerge,mismatch,6,15,s2,9
bbmerge,mismatch,6,16,s2,10
bbmerge,mismatch,6,17,s2,11
bbmerge,mismatch,6,18,s2,12
bbmerge,mismatch,6,19,s2,13
bbmerge,mismatch,6,20,s2,14
bbmerge,mismatch,6,21,s2,15
bbmerge,mismatch,6,22,s2,16
bbmerge,mismatch,6,23,s2,17
bbmerge,mismatch,6,24,s2,18
bbmerge,mismatch,6,25,s2,19
bbmerge,mismatch,6,26,s2,20
bbmerge,mismatch,6,27,s2,21
bbmerge,mismatch,6,28,s2,22
bbmerge,mismatch,6,29,s2,23
bbmerge,mismatch,6,30,s2,24
bbmerge,mismatch,6,31,s2,25
bbmerge,mismatch,6,32,s2,26
bbmerge,mismatch,6,33,s2,27
bbmerge,mismatch,6,34,s2,28
bbmerge,mismatch,6,35,s2,29
bbmerge,mismatch,6,36,s2,30
bbmerge,mismatch,6,37,s2,31
bbmerge,mismatch,6,38,s2,32
bbmerge,mismatch,6,39,s2,33
bbmerge,mismatch,6,40,s2,34
bbmerge,mismatch,6,41,s2,35
bbmerge,mismatch,7,0,s1,5
bbmerge,mismatch,7,1,s1,5
bbmerge,mismatch,7,2,s1,5
bbmerge,mismatch,7,3,s1,4
bbmerge,mismatch,7,4,s1,3
bbmerge,mismatch,7,5,s1,2
bbmerge,mismatch,7,6,s1,1
bbmerge,mismatch,7,7,N,0
bbmerge,mismatch,7,8,s2,1
bbmerge,mismatch,7,9,s2,2
bbmerge,mismatch,7,10,s2,3
bbmerge,mismatch,7,11,s2,4
bbmerge,mismatch,7,12,s2,5
bbmerge,mismatch,7,13,s2,6
bbmerge,mismatch,7,14,s2,7
bbmerge,mismatch,7,15,s2,8
bbmerge,mismatch,7,16,s2,9
bbmerge,mismatch,7,17,s2,10
bbmerge,mismatch,7,18,s2,11
bbmerge,mismatch,7,19,s2,12
bbmerge,mismatch,7,20,s2,13
bbmerge,mismatch,7,21,s2,14
bbmerge,mismatch,7,22,s2,15
bbmerge,mismatch,7,23,s2,16
bbmerge,mismatch,7,24,s2,17
bbmerge,mismatch,7,25,s2,18
bbmerge,mismatch,7,26,s2,19
bbmerge,mismatch,7,27,s2,20
bbmerge,mismatch,7,28,s2,21
bbmerge,mismatch,7,29,s2,22
bbmerge,mismatch,7,30,s2,23
bbmerge,mismatch,7,31,s2,24
bbmerge,mismatch,7,32,s2,25
bbmerge,mismatch,7,33,s2,26
bbmerge,mismatch,7,34,s2,27
bbmerge,mismatch,7,35,s2,28
bbmerge,mismatch,7,36,s2,29
bbmerge,mismatch,7,37,s2,30
bbmerge,mismatch,7,38,s2,31
bbmerge,mismatch,7,39,s2,32
bbmerge,mismatch,7,40,s2,33
bbmerge,mismatch,7,41,s2,34
bbmerge,mismatch,8,0,s1,6
bbmerge,mismatch,8,1,s1,6
bbmerge,mismatch,8,2,s1,6
bbmerge,mismatch,8,3,s1,5
bbmerge,mismatch,8,4,s1,4
bbmerge,mismatch,8,5,s1,3
bbmerge,mismatch,8,6,s1,2
bbmerge,mismatch,8,7,s1,1
bbmerge,mismatch,8,8,N,0
bbmerge,mismatch,8,9,s2,1
bbmerge,mismatch,8,10,s2,2
bbmerge,mismatch,8,11,s2,3
bbmerge,mismatch,8,12,s2,4
bbmerge,mismatch,8,13,s2,5
bbmerge,mismatch,8,14,s2,6
bbmerge,mismatch,8,15,s2,7
bbmerge,mismatch,8,16,s2,8
bbmerge,mismatch,8,17,s2,9
bbmerge,mismatch,8,18,s2,10
bbmerge,mismatch,8,19,s2,11
bbmerge,mismatch,8,20,s2,12
bbmerge,mismatch,8,21,s2,13
bbmerge,mismatch,8,22,s2,14
bbmerge,mismatch,8,23,s2,15
bbmerge,mismatch,8,24,s2,16
bbmerge,mismatch,8,25,s2,17
bbmerge,mismatch,8,26,s2,18
bbmerge,mismatch,8,27,s2,19
bbmerge,mismatch,8,28,s2,20
bbmerge,mismatch,8,29,s2,21
bbmerge,mismatch,8,30,s2,22
bbmerge,mismatch,8,31,s2,23
bbmerge,mismatch,8,32,s2,24
bbmerge,mismatch,8,33,s2,25
bbmerge,mismatch,8,34,s2,26
bbmerge,mismatch,8,35,s2,27
bbmerge,mismatch,8,36,s2,28
bbmerge,mismatch,8,37,s2,29
bbmerge,mismatch,8,38,s2,30
bbmerge,mismatch,8,39,s2,31
bbmerge,mismatch,8,40,s2,32
bbmerge,mismatch,8,41,s2,33
bbmerge,mismatch,9,0,s1,7
bbmerge,mismatch,9,1,s1,7
bbmerge,mismatch,9,2,s1,7
bbmerge,mismatch,9,3,s1,6
bbmerge,mismatch,9,4,s1,5
bbmerge,mismatch,9,5,s1,4
bbmerge,mismatch,9,6,s1,3
bbmerge,mismatch,9,7,s1,2
bbmerge,mismatch,9,8,s1,1
bbmerge,mismatch,9,9,N,0
bbmerge,mismatch,9,10,s2,1
bbmerge,mismatch,9,11,s2,2
bbmerge,mismatch,9,12,s2,3
bbmerge,mismatch,9,13,s2,4
bbmerge,mismatch,9,14,s2,5
bbmerge,mismatch,9,15,s2,6
bbmerge,mismatch,9,16,s2,7
bbmerge,mismatch,9,17,s2,8
bbmerge,mismatch,9,18,s2,9
bbmerge,mismatch,9,19,s2,10
bbmerge,mismatch,9,20,s2,11
bbmerge,mismatch,9,21,s2,12
bbmerge,mismatch,9,22,s2,13
bbmerge,mismatch,9,23,s2,14
bbmerge,mismatch,9,24,s2,15
bbmerge,mismatch,9,25,s2,16
bbmerge,mismatch,9,26,s2,17
bbmerge,mismatch,9,27,s2,18
bbmerge,mismatch,9,28,s2,19
bbmerge,mismatch,9,29,s2,20
bbmerge,mismatch,9,30,s2,21
bbmerge,mismatch,9,31,s2,22
bbmerge,mismatch,9,32,s2,23
bbmerge,mismatch,9,33,s2,24
bbmerge,mismatch,9,34,s2,25
bbmerge,mismatch,9,35,s2,26
bbmerge,mismatch,9,36,s2,27
bbmerge,mismatch,9,37,s2,28
bbmerge,mismatch,9,38,s2,29
bbmerge,mismatch,9,39,s2,30
bbmerge,mismatch,9,40,s2,31
bbmerge,mismatch,9,41,s2,32
bbmerge,mismatch,10,0,s1,8
bbmerge,mismatch,10,1,s1,8
bbmerge,mismatch,10,2,s1,8
bbmerge,mismatch,10,3,s1,7
bbmerge,mismatch,10,4,s1,6
bbmerge,mismatch,10,5,s1,5
bbmerge,mismatch,10,6,s1,4
bbmerge,mismatch,10,7,s1,3
bbmerge,mismatch,10,8,s1,2
bbmerge,mismatch,10,9,s1,1
bbmerge,mismatch,10,10,N,0
bbmerge,mismatch,10,11,s2,1
bbmerge,mismatch,10,12,s2,2
bbmerge,mismatch,10,13,s2,3
bbmerge,mismatch,10,14,s2,4
bbmerge,mismatch,10,15,s2,5
bbmerge,mismatch,10,16,s2,6
bbmerge,mismatch,10,17,s2,7
bbmerge,mismatch,10,18,s2,8
bbmerge,mismatch,10,19,s2,9
bbmerge,mismatch,10,20,s2,10
bbmerge,mismatch,10,21,s2,11
bbmerge,mismatch,10,22,s2,12
bbmerge,mismatch,10,23,s2,13
bbmerge,mismatch,10,24,s2,14
bbmerge,mismatch,10,25,s2,15
bbmerge,mismatch,10,26,s2,16
bbmerge,mismatch,10,27,s2,17
bbmerge,mismatch,10,28,s2,18
bbmerge,mismatch,10,29,s2,19
bbmerge,mismatch,10,30,s2,20
bbmerge,mismatch,10,31,s2,21
bbmerge,mismatch,10,32,s2,22
bbmerge,mismatch,10,33,s2,23
bbmerge,mismatch,10,34,s2,24
bbmerge,mismatch,10,35,s2,25
bbmerge,mismatch,10,36,s2,26
bbmerge,mismatch,10,37,s2,27
bbmerge,mismatch,10,38,s2,28
bbmerge,mismatch,10,39,s2,29
bbmerge,mismatch,10,40,s2,30
bbmerge,mismatch,10,41,s2,31
bbmerge,mismatch,11,0,s1,9
bbmerge,mismatch,11,1,s1,9
bbmerge,mismatch,11,2,s1,9
bbmerge,mismatch,11,3,s1,8
bbmerge,mismatch,11,4,s1,7
bbmerge,mismatch,11,5,s1,6
bbmerge,mismatch,11,6,s1,5
bbmerge,mismatch,11,7,s1,4
bbmerge,mismatch,11,8,s1,3
bbmerge,mismatch,11,9,s1,2
bbmerge,mismatch,11,10,s1,1
bbmerge,mismatch,11,11,N,0
bbmerge,mismatch,11,12,s2,1
bbmerge,mismatch,11,13,s2,2
bbmerge,mismatch,11,14,s2,3
bbmerge,mismatch,11,15,s2,4
bbmerge,mismatch,11,16,s2,5
bbmerge,mismatch,11,17,s2,6
bbmerge,mismatch,11,18,s2,7
bbmerge,mismatch,11,19,s2,8
bbmerge,mismatch,11,20,s2,9
bbmerge,mismatch,11,21,s2,10
bbmerge,mismatch,11,22,s2,11
bbmerge,mismatch,11,23,s2,12
bbmerge,mismatch,11,24,s2,13
bbmerge,mismatch,11,25,s2,14
bbmerge,mismatch,11,26,s2,15
