program,type,qs1,qs2,new_nt,new_qs
fastp,mismatch,41,28,s1,41
fastp,mismatch,41,29,s1,41
fastp,mismatch,41,30,s1,41
fastp,mismatch,41,31,s1,41
fastp,mismatch,41,32,s1,41
fastp,mismatch,41,33,s1,41
fastp,mismatch,41,34,s1,41
fastp,mismatch,41,35,s1,41
fastp,mismatch,41,36,s1,41
fastp,mismatch,41,37,s1,41
fastp,mismatch,41,38,s1,41
fastp,mismatch,41,39,s1,41
fastp,mismatch,41,40,s1,41
fastp,mismatch,41,41,s1,41
fastp,mismatch,5,26,s1,5
fastp,mismatch,5,27,s1,5
fastp,mismatch,5,28,s1,5
fastp,mismatch,5,29,s1,5
fastp,mismatch,5,30,s2,30
fastp,mismatch,5,31,s2,31
fastp,mismatch,5,32,s2,32
fastp,mismatch,5,33,s2,33
fastp,mismatch,5,34,s2,34
fastp,mismatch,5,35,s2,35
fastp,mismatch,5,36,s2,36
fastp,mismatch,5,37,s2,37
fastp,mismatch,5,38,s2,38
fastp,mismatch,5,39,s2,39
fastp,mismatch,5,40,s2,40
fastp,mismatch,5,41,s2,41
fastp,mismatch,6,0,s1,6
fastp,mismatch,6,1,s1,6
fastp,mismatch,6,2,s1,6
fastp,mismatch,6,3,s1,6
fastp,mismatch,6,4,s1,6
fastp,mismatch,6,5,s1,6
fastp,mismatch,6,6,s1,6
fastp,mismatch,6,7,s1,6
fastp,mismatch,6,8,s1,6
fastp,mismatch,6,9,s1,6
fastp,mismatch,6,10,s1,6
fastp,mismatch,6,11,s1,6
fastp,mismatch,6,12,s1,6
fastp,mismatch,6,13,s1,6
fastp,mismatch,6,14,s1,6
fastp,mismatch,6,15,s1,6
fastp,mismatch,6,16,s1,6
fastp,mismatch,6,17,s1,6
fastp,mismatch,6,18,s1,6
fastp,mismatch,6,19,s1,6
fastp,mismatch,6,20,s1,6
fastp,mismatch,6,21,s1,6
fastp,mismatch,6,22,s1,6
fastp,mismatch,6,23,s1,6
fastp,mismatch,6,24,s1,6
fastp,mismatch,6,25,s1,6
fastp,mismatch,6,26,s1,6
fastp,mismatch,6,27,s1,6
fastp,mismatch,6,28,s1,6
fastp,mismatch,6,29,s1,6
fastp,mismatch,6,30,s2,30
fastp,mismatch,6,31,s2,31
fastp,mismatch,6,32,s2,32
fastp,mismatch,6,33,s2,33
fastp,mismatch,6,34,s2,34
fastp,mismatch,6,35,s2,35
fastp,mismatch,6,36,s2,36
fastp,mismatch,6,37,s2,37
fastp,mismatch,6,38,s2,38
fastp,mismatch,6,39,s2,39
fastp,mismatch,6,40,s2,40
fastp,mismatch,6,41,s2,41
fastp,mismatch,7,0,s1,7
fastp,mismatch,7,1,s1,7
fastp,mismatch,7,2,s1,7
fastp,mismatch,7,3,s1,7
fastp,mismatch,7,4,s1,7
fastp,mismatch,7,5,s1,7
fastp,mismatch,7,6,s1,7
fastp,mismatch,7,7,s1,7
fastp,mismatch,7,8,s1,7
fastp,mismatch,7,9,s1,7
fastp,mismatch,7,10,s1,7
fastp,mismatch,7,11,s1,7
fastp,mismatch,7,12,s1,7
fastp,mismatch,7,13,s1,7
fastp,mismatch,7,14,s1,7
fastp,mismatch,7,15,s1,7
fastp,mismatch,7,16,s1,7
fastp,mismatch,7,17,s1,7
fastp,mismatch,7,18,s1,7
fastp,mismatch,7,19,s1,7
fastp,mismatch,7,20,s1,7
fastp,mismatch,7,21,s1,7
fastp,mismatch,7,22,s1,7
fastp,mismatch,7,23,s1,7
fastp,mismatch,7,24,s1,7
fastp,mismatch,7,25,s1,7
fastp,mismatch,7,26,s1,7
fastp,mismatch,7,27,s1,7
fastp,mismatch,7,28,s1,7
fastp,mismatch,7,29,s1,7
fastp,mismatch,7,30,s2,30
fastp,mismatch,7,31,s2,31
fastp,mismatch,7,32,s2,32
fastp,mismatch,7,33,s2,33
fastp,mismatch,7,34,s2,34
fastp,mismatch,7,35,s2,35
fastp,mismatch,7,36,s2,36
fastp,mismatch,7,37,s2,37
fastp,mismatch,7,38,s2,38
fastp,mismatch,7,39,s2,39
fastp,mismatch,7,40,s2,40
fastp,mismatch,7,41,s2,41
fastp,mismatch,8,0,s1,8
fastp,mismatch,8,1,s1,8
fastp,mismatch,8,2,s1,8
fastp,mismatch,8,3,s1,8
fastp,mismatch,8,4,s1,8
fastp,mismatch,8,5,s1,8
fastp,mismatch,8,6,s1,8
fastp,mismatch,8,7,s1,8
fastp,mismatch,8,8,s1,8
fastp,mismatch,8,9,s1,8
fastp,mismatch,8,10,s1,8
fastp,mismatch,8,11,s1,8
fastp,mismatch,8,12,s1,8
fastp,mismatch,8,13,s1,8
fastp,mismatch,8,14,s1,8
fastp,mismatch,8,15,s1,8
fastp,mismatch,8,16,s1,8
fastp,mismatch,8,17,s1,8
fastp,mismatch,8,18,s1,8
fastp,mismatch,8,19,s1,8
fastp,mismatch,8,20,s1,8
fastp,mismatch,8,21,s1,8
fastp,mismatch,8,22,s1,8
fastp,mismatch,8,23,s1,8
fastp,mismatch,8,24,s1,8
fastp,mismatch,8,25,s1,8
fastp,mismatch,8,26,s1,8
fastp,mismatch,8,27,s1,8
fastp,mismatch,8,28,s1,8
fastp,mismatch,8,29,s1,8
fastp,mismatch,8,30,s2,30
fastp,mismatch,8,31,s2,31
fastp,mismatch,8,32,s2,32
fastp,mismatch,8,33,s2,33
fastp,mismatch,8,34,s2,34
fastp,mismatch,8,35,s2,35
fastp,mismatch,8,36,s2,36
fastp,mismatch,8,37,s2,37
fastp,mismatch,8,38,s2,38
fastp,mismatch,8,39,s2,39
fastp,mismatch,8,40,s2,40
fastp,mismatch,8,41,s2,41
fastp,mismatch,9,0,s1,9
fastp,mismatch,9,1,s1,9
fastp,mismatch,9,2,s1,9
fastp,mismatch,9,3,s1,9
fastp,mismatch,9,4,s1,9
fastp,mismatch,9,5,s1,9
fastp,mismatch,9,6,s1,9
fastp,mismatch,9,7,s1,9
fastp,mismatch,9,8,s1,9
fastp,mismatch,9,9,s1,9
fastp,mismatch,9,10,s1,9
fastp,mismatch,9,11,s1,9
fastp,mismatch,9,12,s1,9
fastp,mismatch,9,13,s1,9
fastp,mismatch,9,14,s1,9
fastp,mismatch,9,15,s1,9
fastp,mismatch,9,16,s1,9
fastp,mismatch,9,17,s1,9
fastp,mismatch,9,18,s1,9
fastp,mismatch,9,19,s1,9
fastp,mismatch,9,20,s1,9
fastp,mismatch,9,21,s1,9
fastp,mismatch,9,22,s1,9
fastp,mismatch,9,23,s1,9
fastp,mismatch,9,24,s1,9
fastp,mismatch,9,25,s1,9
fastp,mismatch,9,26,s1,9
fastp,mismatch,9,27,s1,9
fastp,mismatch,9,28,s1,9
fastp,mismatch,9,29,s1,9
fastp,mismatch,9,30,s2,30
fastp,mismatch,9,31,s2,31
fastp,mismatch,9,32,s2,32
fastp,mismatch,9,33,s2,33
fastp,mismatch,9,34,s2,34
fastp,mismatch,9,35,s2,35
fastp,mismatch,9,36,s2,36
fastp,mismatch,9,37,s2,37
fastp,mismatch,9,38,s2,38
fastp,mismatch,9,39,s2,39
fastp,mismatch,9,40,s2,40
fastp,mismatch,9,41,s2,41
fastp,mismatch,10,0,s1,10
fastp,mismatch,10,1,s1,10
fastp,mismatch,10,2,s1,10
fastp,mismatch,10,3,s1,10
fastp,mismatch,10,4,s1,10
fastp,mismatch,10,5,s1,10
fastp,mismatch,10,6,s1,10
fastp,mismatch,10,7,s1,10
fastp,mismatch,10,8,s1,10
fastp,mismatch,10,9,s1,10
fastp,mismatch,10,10,s1,10
fastp,mismatch,10,11,s1,10
fastp,mismatch,10,12,s1,10
fastp,mismatch,10,13,s1,10
fastp,mismatch,10,14,s1,10
fastp,mismatch,10,15,s1,10
fastp,mismatch,10,16,s1,10
fastp,mismatch,10,17,s1,10
fastp,mismatch,10,18,s1,10
fastp,mismatch,10,19,s1,10
fastp,mismatch,10,20,s1,10
fastp,mismatch,10,21,s1,10
fastp,mismatch,10,22,s1,10
fastp,mismatch,10,23,s1,10
fastp,mismatch,10,24,s1,10
fastp,mismatch,10,25,s1,10
fastp,mismatch,10,26,s1,10
fastp,mismatch,10,27,s1,10
fastp,mismatch,10,28,s1,10
fastp,mismatch,10,29,s1,10
fastp,mismatch,10,30,s2,30
fastp,mismatch,10,31,s2,31
fastp,mismatch,10,32,s2,32
fastp,mismatch,10,33,s2,33
fastp,mismatch,10,34,s2,34
fastp,mismatch,10,35,s2,35
fastp,mismatch,10,36,s2,36
fastp,mismatch,10,37,s2,37
fastp,mismatch,10,38,s2,38
fastp,mismatch,10,39,s2,39
fastp,mismatch,10,40,s2,40
fastp,mismatch,10,41,s2,41
fastp,mismatch,11,0,s1,11
fastp,mismatch,11,1,s1,11
fastp,mismatch,11,2,s1,11
fastp,mismatch,11,3,s1,11
fastp,mismatch,11,4,s1,11
fastp,mismatch,11,5,s1,11
fastp,mismatch,11,6,s1,11
fastp,mismatch,11,7,s1,11
fastp,mismatch,11,8,s1,11
fastp,mismatch,11,9,s1,11
fastp,mismatch,11,10,s1,11
fastp,mismatch,11,11,s1,11
fastp,mismatch,11,12,s1,11
fastp,mismatch,11,13,s1,11
fastp,mismatch,11,14,s1,11
fastp,mismatch,11,15,s1,11
fastp,mismatch,11,16,s1,11
fastp,mismatch,11,17,s1,11
fastp,mismatch,11,18,s1,11
fastp,mismatch,11,19,s1,11
fastp,mismatch,11,20,s1,11
fastp,mismatch,11,21,s1,11
fastp,mismatch,11,22,s1,11
fastp,mismatch,11,23,s1,11
fastp,mismatch,11,24,s1,11
fastp,mismatch,11,25,s1,11
fastp,mismatch,11,26,s1,11
fastp,mismatch,11,27,s1,11
fastp,mismatch,11,28,s1,11
fastp,mismatch,11,29,s1,11
fastp,mismatch,11,30,s2,30
fastp,mismatch,11,31,s2,31
fastp,mismatch,11,32,s2,32
fastp,mismatch,11,33,s2,33
fastp,mismatch,11,34,s2,34
fastp,mismatch,11,35,s2,35
fastp,mismatch,11,36,s2,36
fastp,mismatch,11,37,s2,37
fastp,mismatch,11,38,s2,38
fastp,mismatch,11,39,s2,39
fastp,mismatch,11,40,s2,40
fastp,mismatch,11,41,s2,41
fastp,mismatch,12,0,s1,12
fastp,mismatch,12,1,s1,12
fastp,mismatch,12,2,s1,12
fastp,mismatch,12,3,s1,12
fastp,mismatch,12,4,s1,12
fastp,mismatch,12,5,s1,12
fastp,mismatch,12,6,s1,12
fastp,mismatch,12,7,s1,12
fastp,mismatch,12,8,s1,12
fastp,mismatch,12,9,s1,12
fastp,mismatch,12,10,s1,12
fastp,mismatch,12,11,s1,12
fastp,mismatch,12,12,s1,12
fastp,mismatch,12,13,s1,12
fastp,mismatch,12,14,s1,12
fastp,mismatch,12,15,s1,12
fastp,mismatch,12,16,s1,12
fastp,mismatch,12,17,s1,12
fastp,mismatch,12,18,s1,12
fastp,mismatch,12,19,s1,12
fastp,mismatch,12,20,s1,12
fastp,mismatch,12,21,s1,12
fastp,mismatch,12,22,s1,12
fastp,mismatch,12,23,s1,12
fastp,mismatch,12,24,s1,12
fastp,mismatch,12,25,s1,12
fastp,mismatch,12,26,s1,12
fastp,mismatch,12,27,s1,12
fastp,mismatch,12,28,s1,12
fastp,mismatch,12,29,s1,12
fastp,mismatch,12,30,s2,30
fastp,mismatch,12,31,s2,31
fastp,mismatch,12,32,s2,32
fastp,mismatch,12,33,s2,33
fastp,mismatch,12,34,s2,34
fastp,mismatch,12,35,s2,35
fastp,mismatch,12,36,s2,36
fastp,mismatch,12,37,s2,37
fastp,mismatch,12,38,s2,38
fastp,mismatch,12,39,s2,39
fastp,mismatch,12,40,s2,40
fastp,mismatch,12,41,s2,41
fastp,mismatch,13,0,s1,13
fastp,mismatch,13,1,s1,13
fastp,mismatch,13,2,s1,13
fastp,mismatch,13,3,s1,13
fastp,mismatch,13,4,s1,13
fastp,mismatch,13,5,s1,13
fastp,mismatch,13,6,s1,13
fastp,mismatch,13,7,s1,13
fastp,mismatch,13,8,s1,13
fastp,mismatch,13,9,s1,13
fastp,mismatch,13,10,s1,13
fastp,mismatch,13,11,s1,13
fastp,mismatch,13,12,s1,13
fastp,mismatch,13,13,s1,13
fastp,mismatch,13,14,s1,13
fastp,mismatch,13,15,s1,13
fastp,mismatch,13,16,s1,13
fastp,mismatch,13,17,s1,13
fastp,mismatch,13,18,s1,13
fastp,mismatch,13,19,s1,13
fastp,mismatch,13,20,s1,13
fastp,mismatch,13,21,s1,13
fastp,mismatch,13,22,s1,13
fastp,mismatch,13,23,s1,13
fastp,mismatch,13,24,s1,13
fastp,mismatch,13,25,s1,13
fastp,mismatch,13,26,s1,13
fastp,mismatch,13,27,s1,13
fastp,mismatch,13,28,s1,13
fastp,mismatch,13,29,s1,13
fastp,mismatch,13,30,s2,30
fastp,mismatch,13,31,s2,31
fastp,mismatch,13,32,s2,32
fastp,mismatch,13,33,s2,33
fastp,mismatch,13,34,s2,34
fastp,mismatch,13,35,s2,35
fastp,mismatch,13,36,s2,36
fastp,mismatch,13,37,s2,37
fastp,mismatch,13,38,s2,38
fastp,mismatch,13,39,s2,39
fastp,mismatch,13,40,s2,40
fastp,mismatch,13,41,s2,41
fastp,mismatch,14,0,s1,14
fastp,mismatch,14,1,s1,14
fastp,mismatch,14,2,s1,14
fastp,mismatch,14,3,s1,14
fastp,mismatch,14,4,s1,14
fastp,mismatch,14,5,s1,14
fastp,mismatch,14,6,s1,14
fastp,mismatch,14,7,s1,14
fastp,mismatch,14,8,s1,14
fastp,mismatch,14,9,s1,14
fastp,mismatch,14,10,s1,14
fastp,mismatch,14,11,s1,14
fastp,mismatch,14,12,s1,14
fastp,mismatch,14,13,s1,14
fastp,mismatch,14,14,s1,14
fastp,mismatch,14,15,s1,14
fastp,mismatch,14,16,s1,14
fastp,mismatch,14,17,s1,14
fastp,mismatch,14,18,s1,14
fastp,mismatch,14,19,s1,14
fastp,mismatch,14,20,s1,14
fastp,mismatch,14,21,s1,14
fastp,mismatch,14,22,s1,14
fastp,mismatch,14,23,s1,14
fastp,mismatch,14,24,s1,14
fastp,mismatch,14,25,s1,14
fastp,mismatch,14,26,s1,14
fastp,mismatch,14,27,s1,14
fastp,mismatch,14,28,s1,14
fastp,mismatch,14,29,s1,14
fastp,mismatch,14,30,s2,30
fastp,mismatch,14,31,s2,31
fastp,mismatch,14,32,s2,32
fastp,mismatch,14,33,s2,33
fastp,mismatch,14,34,s2,34
fastp,mismatch,14,35,s2,35
fastp,mismatch,14,36,s2,36
fastp,mismatch,14,37,s2,37
fastp,mismatch,14,38,s2,38
fastp,mismatch,14,39,s2,39
fastp,mismatch,14,40,s2,40
fastp,mismatch,14,41,s2,41
fastp,mismatch,15,0,s1,15
fastp,mismatch,15,1,s1,15
fastp,mismatch,15,2,s1,15
fastp,mismatch,15,3,s1,15
fastp,mismatch,15,4,s1,15
fastp,mismatch,15,5,s1,15
fastp,mismatch,15,6,s1,15
fastp,mismatch,15,7,s1,15
fastp,mismatch,15,8,s1,15
fastp,mismatch,15,9,s1,15
fastp,mismatch,15,10,s1,15
fastp,mismatch,15,11,s1,15
fastp,mismatch,15,12,s1,15
fastp,mismatch,15,13,s1,15
fastp,mismatch,15,14,s1,15
fastp,mismatch,15,15,s1,15
fastp,mismatch,15,16,s1,15
fastp,mismatch,15,17,s1,15
fastp,mismatch,15,18,s1,15
fastp,mismatch,15,19,s1,15
fastp,mismatch,15,20,s1,15
fastp,mismatch,15,21,s1,15
fastp,mismatch,15,22,s1,15
fastp,mismatch,15,23,s1,15
fastp,mismatch,15,24,s1,15
fastp,mismatch,15,25,s1,15
fastp,mismatch,15,26,s1,15
fastp,mismatch,15,27,s1,15
fastp,mismatch,15,28,s1,15
fastp,mismatch,15,29,s1,15
fastp,mismatch,15,30,s1,15
fastp,mismatch,15,31,s1,15
fastp,mismatch,15,32,s1,15
fastp,mismatch,15,33,s1,15
fastp,mismatch,15,34,s1,15
fastp,mismatch,15,35,s1,15
fastp,mismatch,15,36,s1,15
fastp,mismatch,15,37,s1,15
fastp,mismatch,15,38,s1,15
fastp,mismatch,15,39,s1,15
fastp,mismatch,15,40,s1,15
fastp,mismatch,15,41,s1,15
fastp,mismatch,16,0,s1,16
fastp,mismatch,16,1,s1,16
fastp,mismatch,16,2,s1,16
fastp,mismatch,16,3,s1,16
fastp,mismatch,16,4,s1,16
fastp,mismatch,16,5,s1,16
fastp,mismatch,16,6,s1,16
fastp,mismatch,16,7,s1,16
fastp,mismatch,16,8,s1,16
fastp,mismatch,16,9,s1,16
fastp,mismatch,16,10,s1,16
fastp,mismatch,16,11,s1,16
fastp,mismatch,16,12,s1,16
fastp,mismatch,16,13,s1,16
fastp,mismatch,16,14,s1,16
fastp,mismatch,16,15,s1,16
fastp,mismatch,16,16,s1,16
fastp,mismatch,16,17,s1,16
fastp,mismatch,16,18,s1,16
fastp,mismatch,16,19,s1,16
fastp,mismatch,16,20,s1,16
fastp,mismatch,16,21,s1,16
fastp,mismatch,16,22,s1,16
fastp,mismatch,16,23,s1,16
fastp,mismatch,16,24,s1,16
fastp,mismatch,16,25,s1,16
fastp,mismatch,16,26,s1,16
fastp,mismatch,16,27,s1,16
fastp,mismatch,16,28,s1,16
fastp,mismatch,16,29,s1,16
fastp,mismatch,16,30,s1,16
fastp,mismatch,16,31,s1,16
fastp,mismatch,16,32,s1,16
fastp,mismatch,16,33,s1,16
fastp,mismatch,16,34,s1,16
fastp,mismatch,16,35,s1,16
fastp,mismatch,16,36,s1,16
fastp,mismatch,16,37,s1,16
fastp,mismatch,16,38,s1,16
fastp,mismatch,16,39,s1,16
fastp,mismatch,16,40,s1,16
fastp,mismatch,16,41,s1,16
fastp,mismatch,17,0,s1,17
fastp,mismatch,17,1,s1,17
fastp,mismatch,17,2,s1,17
fastp,mismatch,17,3,s1,17
fastp,mismatch,17,4,s1,17
fastp,mismatch,17,5,s1,17
fastp,mismatch,17,6,s1,17
fastp,mismatch,17,7,s1,17
fastp,mismatch,17,8,s1,17
fastp,mismatch,17,9,s1,17
fastp,mismatch,17,10,s1,17
fastp,mismatch,17,11,s1,17
fastp,mismatch,17,12,s1,17
fastp,mismatch,17,13,s1,17
fastp,mismatch,17,14,s1,17
fastp,mismatch,17,15,s1,17
fastp,mismatch,17,16,s1,17
fastp,mismatch,17,17,s1,17
fastp,mismatch,17,18,s1,17
fastp,mismatch,17,19,s1,17
fastp,mismatch,17,20,s1,17
fastp,mismatch,17,21,s1,17
fastp,mismatch,17,22,s1,17
fastp,mismatch,17,23,s1,17
fastp,mismatch,17,24,s1,17
fastp,mismatch,17,25,s1,17
fastp,mismatch,17,26,s1,17
fastp,mismatch,17,27,s1,17
fastp,mismatch,17,28,s1,17
fastp,mismatch,17,29,s1,17
fastp,mismatch,17,30,s1,17
fastp,mismatch,17,31,s1,17
fastp,mismatch,17,32,s1,17
fastp,mismatch,17,33,s1,17
fastp,mismatch,17,34,s1,17
fastp,mismatch,17,35,s1,17
fastp,mismatch,17,36,s1,17
fastp,mismatch,17,37,s1,17
fastp,mismatch,17,38,s1,17
fastp,mismatch,17,39,s1,17
fastp,mismatch,17,40,s1,17
fastp,mismatch,17,41,s1,17
fastp,mismatch,18,0,s1,18
fastp,mismatch,18,1,s1,18
fastp,mismatch,18,2,s1,18
fastp,mismatch,18,3,s1,18
fastp,mismatch,18,4,s1,18
fastp,mismatch,18,5,s1,18
fastp,mismatch,18,6,s1,18
fastp,mismatch,18,7,s1,18
fastp,mismatch,18,8,s1,18
fastp,mismatch,18,9,s1,18
fastp,mismatch,18,10,s1,18
fastp,mismatch,18,11,s1,18
fastp,mismatch,18,12,s1,18
fastp,mismatch,18,13,s1,18
fastp,mismatch,18,14,s1,18
fastp,mismatch,18,15,s1,18
fastp,mismatch,18,16,s1,18
fastp,mismatch,18,17,s1,18
fastp,mismatch,18,18,s1,18
fastp,mismatch,18,19,s1,18
fastp,mismatch,18,20,s1,18
fastp,mismatch,18,21,s1,18
fastp,mismatch,18,22,s1,18
fastp,mismatch,18,23,s1,18
fastp,mismatch,18,24,s1,18
fastp,mismatch,18,25,s1,18
fastp,mismatch,18,26,s1,18
fastp,mismatch,18,27,s1,18
fastp,mismatch,18,28,s1,18
fastp,mismatch,18,29,s1,18
fastp,mismatch,18,30,s1,18
fastp,mismatch,18,31,s1,18
fastp,mismatch,18,32,s1,18
fastp,mismatch,18,33,s1,18
fastp,mismatch,18,34,s1,18
fastp,mismatch,18,35,s1,18
fastp,mismatch,18,36,s1,18
fastp,mismatch,18,37,s1,18
fastp,mismatch,18,38,s1,18
fastp,mismatch,18,39,s1,18
fastp,mismatch,18,40,s1,18
fastp,mismatch,18,41,s1,18
fastp,mismatch,19,0,s1,19
fastp,mismatch,19,1,s1,19
fastp,mismatch,19,2,s1,19
fastp,mismatch,19,3,s1,19
fastp,mismatch,19,4,s1,19
fastp,mismatch,19,5,s1,19
fastp,mismatch,19,6,s1,19
fastp,mismatch,19,7,s1,19
fastp,mismatch,19,8,s1,19
fastp,mismatch,19,9,s1,19
fastp,mismatch,19,10,s1,19
fastp,mismatch,19,11,s1,19
fastp,mismatch,19,12,s1,19
fastp,mismatch,19,13,s1,19
fastp,mismatch,19,14,s1,19
fastp,mismatch,19,15,s1,19
fastp,mismatch,19,16,s1,19
fastp,mismatch,19,17,s1,19
fastp,mismatch,19,18,s1,19
fastp,mismatch,19,19,s1,19
fastp,mismatch,19,20,s1,19
fastp,mismatch,19,21,s1,19
fastp,mismatch,19,22,s1,19
fastp,mismatch,19,23,s1,19
fastp,mismatch,19,24,s1,19
fastp,mismatch,19,25,s1,19
fastp,mismatch,19,26,s1,19
fastp,mismatch,19,27,s1,19
fastp,mismatch,19,28,s1,19
fastp,mismatch,19,29,s1,19
fastp,mismatch,19,30,s1,19
fastp,mismatch,19,31,s1,19
fastp,mismatch,19,32,s1,19
fastp,mismatch,19,33,s1,19
fastp,mismatch,19,34,s1,19
fastp,mismatch,19,35,s1,19
fastp,mismatch,19,36,s1,19
fastp,mismatch,19,37,s1,19
fastp,mismatch,19,38,s1,19
fastp,mismatch,19,39,s1,19
fastp,mismatch,19,40,s1,19
fastp,mismatch,19,41,s1,19
fastp,mismatch,20,0,s1,20
fastp,mismatch,20,1,s1,20
fastp,mismatch,20,2,s1,20
fastp,mismatch,20,3,s1,20
fastp,mismatch,20,4,s1,20
fastp,mismatch,20,5,s1,20
fastp,mismatch,20,6,s1,20
fastp,mismatch,20,7,s1,20
fastp,mismatch,20,8,s1,20
fastp,mismatch,20,9,s1,20
fastp,mismatch,20,10,s1,20
fastp,mismatch,20,11,s1,20
fastp,mismatch,20,12,s1,20
fastp,mismatch,20,13,s1,20
fastp,mismatch,20,14,s1,20
fastp,mismatch,20,15,s1,20
fastp,mismatch,20,16,s1,20
fastp,mismatch,20,17,s1,20
fastp,mismatch,20,18,s1,20
fastp,mismatch,20,19,s1,20
fastp,mismatch,20,20,s1,20
fastp,mismatch,20,21,s1,20
fastp,mismatch,20,22,s1,20
fastp,mismatch,20,23,s1,20
fastp,mismatch,20,24,s1,20
fastp,mismatch,20,25,s1,20
fastp,mismatch,20,26,s1,20
fastp,mismatch,20,27,s1,20
fastp,mismatch,20,28,s1,20
fastp,mismatch,20,29,s1,20
fastp,mismatch,20,30,s1,20
fastp,mismatch,20,31,s1,20
fastp,mismatch,20,32,s1,20
fastp,mismatch,20,33,s1,20
fastp,mismatch,20,34,s1,20
fastp,mismatch,20,35,s1,20
fastp,mismatch,20,36,s1,20
fastp,mismatch,20,37,s1,20
fastp,mismatch,20,38,s1,20
fastp,mismatch,20,39,s1,20
fastp,mismatch,20,40,s1,20
fastp,mismatch,20,41,s1,20
fastp,mismatch,21,0,s1,21
fastp,mismatch,21,1,s1,21
fastp,mismatch,21,2,s1,21
fastp,mismatch,21,3,s1,21
fastp,mismatch,21,4,s1,21
fastp,mismatch,21,5,s1,21
fastp,mismatch,21,6,s1,21
fastp,mismatch,21,7,s1,21
fastp,mismatch,21,8,s1,21
fastp,mismatch,21,9,s1,21
fastp,mismatch,21,10,s1,21
fastp,mismatch,21,11,s1,21
fastp,mismatch,21,12,s1,21
fastp,mismatch,21,13,s1,21
fastp,mismatch,21,14,s1,21
fastp,mismatch,21,15,s1,21
fastp,mismatch,21,16,s1,21
fastp,mismatch,21,17,s1,21
fastp,mismatch,21,18,s1,21
fastp,mismatch,21,19,s1,21
fastp,mismatch,21,20,s1,21
fastp,mismatch,21,21,s1,21
fastp,mismatch,21,22,s1,21
fastp,mismatch,21,23,s1,21
fastp,mismatch,21,24,s1,21
fastp,mismatch,21,25,s1,21
fastp,mismatch,21,26,s1,21
fastp,mismatch,21,27,s1,21
fastp,mismatch,21,28,s1,21
fastp,mismatch,21,29,s1,21
fastp,mismatch,21,30,s1,21
fastp,mismatch,21,31,s1,21
fastp,mismatch,21,32,s1,21
fastp,mismatch,21,33,s1,21
fastp,mismatch,21,34,s1,21
fastp,mismatch,21,35,s1,21
fastp,mismatch,21,36,s1,21
fastp,mismatch,21,37,s1,21
fastp,mismatch,21,38,s1,21
fastp,mismatch,21,39,s1,21
fastp,mismatch,21,40,s1,21
fastp,mismatch,21,41,s1,21
fastp,mismatch,22,0,s1,22
fastp,mismatch,22,1,s1,22
fastp,mismatch,22,2,s1,22
fastp,mismatch,22,3,s1,22
fastp,mismatch,22,4,s1,22
fastp,mismatch,22,5,s1,22
fastp,mismatch,22,6,s1,22
fastp,mismatch,22,7,s1,22
fastp,mismatch,22,8,s1,22
fastp,mismatch,22,9,s1,22
fastp,mismatch,22,10,s1,22
fastp,mismatch,22,11,s1,22
fastp,mismatch,22,12,s1,22
fastp,mismatch,22,13,s1,22
fastp,mismatch,22,14,s1,22
fastp,mismatch,22,15,s1,22
fastp,mismatch,22,16,s1,22
fastp,mismatch,22,17,s1,22
fastp,mismatch,22,18,s1,22
fastp,mismatch,22,19,s1,22
fastp,mismatch,22,20,s1,22
fastp,mismatch,22,21,s1,22
fastp,mismatch,22,22,s1,22
fastp,mismatch,22,23,s1,22
fastp,mismatch,22,24,s1,22
fastp,mismatch,22,25,s1,22
fastp,mismatch,22,26,s1,22
fastp,mismatch,22,27,s1,22
fastp,mismatch,22,28,s1,22
fastp,mismatch,22,29,s1,22
fastp,mismatch,22,30,s1,22
fastp,mismatch,22,31,s1,22
fastp,mismatch,22,32,s1,22
fastp,mismatch,22,33,s1,22
fastp,mismatch,22,34,s1,22
fastp,mismatch,22,35,s1,22
fastp,mismatch,22,36,s1,22
fastp,mismatch,22,37,s1,22
fastp,mismatch,22,38,s1,22
fastp,mismatch,22,39,s1,22
fastp,mismatch,22,40,s1,22
fastp,mismatch,22,41,s1,22
fastp,mismatch,23,0,s1,23
fastp,mismatch,23,1,s1,23
fastp,mismatch,23,2,s1,23
fastp,mismatch,23,3,s1,23
fastp,mismatch,23,4,s1,23
fastp,mismatch,23,5,s1,23
fastp,mismatch,23,6,s1,23
fastp,mismatch,23,7,s1,23
fastp,mismatch,23,8,s1,23
fastp,mismatch,23,9,s1,23
fastp,mismatch,23,10,s1,23
fastp,mismatch,23,11,s1,23
fastp,mismatch,23,12,s1,23
fastp,mismatch,23,13,s1,23
fastp,mismatch,23,14,s1,23
fastp,mismatch,23,15,s1,23
fastp,mismatch,23,16,s1,23
fastp,mismatch,23,17,s1,23
fastp,mismatch,23,18,s1,23
fastp,mismatch,23,19,s1,23
fastp,mismatch,23,20,s1,23
fastp,mismatch,23,21,s1,23
fastp,mismatch,23,22,s1,23
fastp,mismatch,23,23,s1,23
fastp,mismatch,23,24,s1,23
fastp,mismatch,23,25,s1,23
fastp,mismatch,23,26,s1,23
fastp,mismatch,23,27,s1,23
fastp,mismatch,23,28,s1,23
fastp,mismatch,23,29,s1,23
fastp,mismatch,23,30,s1,23
fastp,mismatch,23,31,s1,23
